source_path,file_size,mtime_ns,rotation_degrees,smoothing_window
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\Scan Speed Experiments\speed250_delay5.csv,136926,1783616315625119800,0.0,0
