source_path,file_size,mtime_ns,rotation_degrees,smoothing_window
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\Scan Speed Experiments\speed90_delay50.csv,19156,1783537190916292900,0.0,0
