timestamp_computer,timestamp,sensor1,sensor2,mag,width,crack_x,crack_size
1780352834.153,1409155.0,7053.229,9.416577,,,,
1780352834.219,1409180.0,7053.256,9.416337,,,,
1780352834.220,1409205.0,7053.24,9.416337,,,,
1780352834.220,1409230.0,7053.297,9.416096,,,,
1780352834.285,1409255.0,7053.384,9.415854,,,,
1780352834.286,1409280.0,7053.491,9.415613,,,,
1780352834.286,1409305.0,7053.328,9.415854,,,,
1780352834.352,1409330.0,7053.213,9.416096,,,,
1780352834.353,1409355.0,7053.084,9.416337,,,,
1780352834.420,1409380.0,7053.012,9.416337,,,,
1780352834.421,1409405.0,7052.986,9.416337,,,,
1780352834.422,1409430.0,7052.978,9.416337,,,,
1780352834.484,1409455.0,7052.943,9.416337,,,,
1780352834.485,1409480.0,7052.978,9.416337,,,,
1780352834.485,1409505.0,7052.917,9.416096,,,,
1780352834.551,1409530.0,7052.99,9.415854,,,,
1780352834.552,1409555.0,7052.967,9.415854,,,,
1780352834.617,1409580.0,7053.051,9.415854,,,,
1780352834.618,1409605.0,7053.187,9.415613,,,,
1780352834.618,1409630.0,7053.19,9.415613,,,,
1780352834.684,1409655.0,7053.145,9.415372,,,,
1780352834.685,1409680.0,7053.247,9.415132,,,,
1780352834.685,1409705.0,7053.266,9.41489,,,,
1780352834.759,1409730.0,7053.334,9.41489,,,,
1780352834.759,1409755.0,7053.308,9.415132,,,,
1780352834.759,1409780.0,7053.315,9.415372,,,,
1780352834.820,1409805.0,7053.296,9.415613,,,,
1780352834.821,1409830.0,7053.3,9.415613,,,,
1780352834.887,1409855.0,7053.221,9.415854,,,,
1780352834.888,1409880.0,7053.152,9.416096,,,,
1780352834.889,1409905.0,7053.061,9.416096,,,,
1780352834.952,1409930.0,7053.152,9.415854,,,,
1780352834.953,1409955.0,7053.171,9.415854,,,,
1780352835.021,1409980.0,7053.205,9.415613,,,,
1780352835.022,1410005.0,7053.312,9.415613,,,,
1780352835.023,1410030.0,7053.384,9.415372,,,,
1780352835.086,1410055.0,7053.375,9.415132,,,,
1780352835.087,1410080.0,7053.339,9.415132,,,,
1780352835.088,1410105.0,7053.263,9.415132,,,,
1780352835.153,1410130.0,7053.315,9.415372,,,,
1780352835.153,1410155.0,7053.244,9.415613,,,,
1780352835.238,1410180.0,7053.263,9.415613,,,,
1780352835.239,1410205.0,7053.233,9.415854,,,,
1780352835.239,1410230.0,7053.248,9.416096,,,,
1780352835.240,1410255.0,7053.351,9.416096,,,,
1780352835.320,1410280.0,7053.415,9.416337,,,,
1780352835.321,1410305.0,7053.354,9.416577,,,,
1780352835.321,1410330.0,7053.459,9.416577,,,,
1780352835.388,1410355.0,7053.342,9.416577,,,,
1780352835.389,1410380.0,7053.248,9.416337,,,,
1780352835.389,1410405.0,7053.221,9.416096,,,,
1780352835.454,1410430.0,7053.27,9.415854,,,,
1780352835.454,1410455.0,7053.271,9.415613,,,,
1780352835.520,1410480.0,7053.27,9.415613,,,,
1780352835.521,1410505.0,7053.277,9.415372,,,,
1780352835.522,1410530.0,7053.346,9.415372,,,,
1780352835.604,1410555.0,7053.346,9.415372,,,,
1780352835.605,1410580.0,7053.277,9.415132,,,,
1780352835.605,1410605.0,7053.212,9.415132,,,,
1780352835.670,1410630.0,7053.212,9.415131,,,,
1780352835.670,1410655.0,7053.061,9.415372,,,,
1780352835.671,1410680.0,7053.027,9.415613,,,,
1780352835.736,1410705.0,7052.994,9.415854,,,,
1780352835.737,1410730.0,7053.031,9.415854,,,,
1780352835.737,1410755.0,7052.989,9.415854,,,,
1780352835.804,1410780.0,7052.989,9.415854,,,,
1780352835.806,1410805.0,7053.035,9.415854,,,,
1780352835.807,1410830.0,7053.106,9.415854,,,,
1780352835.883,1410855.0,7053.107,9.415613,,,,
1780352835.884,1410880.0,7053.134,9.415372,,,,
1780352835.885,1410905.0,7053.141,9.415132,,,,
1780352835.952,1410930.0,7053.149,9.41489,,,,
1780352835.952,1410955.0,7053.111,9.41489,,,,
1780352836.019,1410980.0,7053.21,9.414889,,,,
1780352836.020,1411005.0,7053.304,9.414889,,,,
1780352836.021,1411030.0,7053.263,9.414889,,,,
1780352836.086,1411055.0,7053.175,9.415132,,,,
1780352836.087,1411080.0,7053.107,9.415372,,,,
1780352836.087,1411105.0,7053.156,9.415372,,,,
1780352836.153,1411130.0,7053.167,9.415613,,,,
1780352836.154,1411155.0,7053.122,9.415613,,,,
1780352836.220,1411180.0,7053.046,9.415613,,,,
1780352836.222,1411205.0,7053.141,9.415613,,,,
1780352836.223,1411230.0,7053.235,9.415613,,,,
1780352836.285,1411255.0,7053.292,9.415372,,,,
1780352836.286,1411280.0,7053.415,9.415131,,,,
1780352836.286,1411305.0,7053.475,9.414889,,,,
1780352836.371,1411330.0,7053.565,9.414648,,,,
1780352836.372,1411355.0,7053.688,9.414648,,,,
1780352836.372,1411380.0,7053.734,9.414408,,,,
1780352836.454,1411405.0,7053.799,9.414408,,,,
1780352836.454,1411430.0,7053.813,9.414408,,,,
1780352836.455,1411455.0,7053.726,9.414166,,,,
1780352836.535,1411480.0,7053.623,9.414166,,,,
1780352836.536,1411505.0,7053.631,9.414408,,,,
1780352836.537,1411530.0,7053.544,9.414649,,,,
1780352836.538,1411555.0,7053.569,9.414649,,,,
1780352836.602,1411580.0,7053.585,9.414649,,,,
1780352836.603,1411605.0,7053.623,9.414408,,,,
1780352836.670,1411630.0,7053.646,9.414408,,,,
1780352836.671,1411655.0,7053.653,9.414408,,,,
1780352836.672,1411680.0,7053.661,9.414408,,,,
1780352836.754,1411705.0,7053.726,9.414166,,,,
1780352836.754,1411730.0,7053.688,9.413925,,,,
1780352836.755,1411755.0,7053.672,9.413926,,,,
1780352836.822,1411780.0,7053.669,9.414166,,,,
1780352836.823,1411805.0,7053.714,9.414408,,,,
1780352836.824,1411830.0,7053.623,9.414408,,,,
1780352836.902,1411855.0,7053.676,9.414649,,,,
1780352836.902,1411880.0,7053.525,9.41489,,,,
1780352836.903,1411905.0,7053.388,9.41489,,,,
1780352836.968,1411930.0,7053.206,9.415132,,,,
1780352836.969,1411955.0,7053.165,9.415132,,,,
1780352836.969,1411980.0,7052.986,9.415372,,,,
1780352837.034,1412005.0,7052.895,9.415613,,,,
1780352837.035,1412030.0,7052.806,9.415372,,,,
1780352837.035,1412055.0,7052.826,9.415132,,,,
1780352837.102,1412080.0,7052.882,9.415132,,,,
1780352837.103,1412105.0,7052.883,9.415132,,,,
1780352837.169,1412130.0,7052.795,9.415132,,,,
1780352837.170,1412155.0,7052.803,9.414889,,,,
1780352837.170,1412180.0,7052.791,9.415132,,,,
1780352837.235,1412205.0,7052.769,9.415372,,,,
1780352837.236,1412230.0,7052.67,9.415613,,,,
1780352837.236,1412255.0,7052.61,9.415613,,,,
1780352837.300,1412280.0,7052.571,9.415854,,,,
1780352837.301,1412305.0,7052.522,9.415854,,,,
1780352837.370,1412330.0,7052.52,9.416096,,,,
1780352837.371,1412355.0,7052.462,9.416337,,,,
1780352837.371,1412380.0,7052.387,9.416337,,,,
1780352837.439,1412405.0,7052.387,9.416337,,,,
1780352837.440,1412430.0,7052.447,9.416337,,,,
1780352837.440,1412455.0,7052.428,9.416337,,,,
1780352837.503,1412480.0,7052.337,9.416096,,,,
1780352837.504,1412505.0,7052.382,9.415854,,,,
1780352837.569,1412530.0,7052.507,9.415854,,,,
1780352837.569,1412555.0,7052.772,9.415613,,,,
1780352837.569,1412580.0,7052.787,9.415613,,,,
1780352837.634,1412605.0,7052.875,9.415372,,,,
1780352837.635,1412630.0,7053.007,9.415131,,,,
1780352837.635,1412655.0,7053.016,9.415372,,,,
1780352837.702,1412680.0,7052.971,9.415372,,,,
1780352837.702,1412705.0,7052.963,9.415613,,,,
1780352837.772,1412730.0,7053.005,9.415613,,,,
1780352837.773,1412755.0,7052.986,9.415613,,,,
1780352837.774,1412780.0,7052.985,9.415854,,,,
1780352837.852,1412805.0,7052.905,9.415613,,,,
1780352837.854,1412830.0,7052.81,9.415372,,,,
1780352837.855,1412855.0,7052.799,9.415132,,,,
1780352837.920,1412880.0,7052.746,9.415132,,,,
1780352837.920,1412905.0,7052.795,9.41489,,,,
1780352837.921,1412930.0,7052.886,9.414648,,,,
1780352837.985,1412955.0,7052.849,9.414648,,,,
1780352837.985,1412980.0,7052.879,9.414408,,,,
1780352837.986,1413005.0,7052.928,9.414408,,,,
1780352838.051,1413030.0,7052.902,9.414166,,,,
1780352838.052,1413055.0,7052.833,9.414166,,,,
1780352838.121,1413080.0,7052.902,9.414408,,,,
1780352838.122,1413105.0,7052.982,9.414649,,,,
1780352838.123,1413130.0,7052.993,9.41489,,,,
