timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth,sensor1_smooth_rot,sensor2_smooth_rot,rotation_angle_deg
203902.0,5149.36,35.487762,5144.902424242423,35.488707121212116,5117.426390281954,35.6854695783778,51.4
203952.0,5153.54,35.48386,5145.313636363637,35.48858887878788,5117.672434402812,35.68365556000266,51.4
204002.0,5144.66,35.48386,5145.203030303031,35.488352484848484,5117.575366570196,35.683912774210725,51.4
204052.0,5143.61,35.487762,5145.186969696969,35.48835248484848,5117.57240201731,35.683928826762816,51.4
204102.0,5142.05,35.487762,5145.265757575758,35.48823433333333,5117.611064974673,35.68348136651573,51.4
204152.0,5146.75,35.487762,5145.455454545456,35.48823433333333,5117.73649143053,35.68265192481619,51.4
204202.0,5151.45,35.487762,5145.249090909091,35.488116181818185,5117.5972498409,35.68337667002761,51.4
204252.0,5147.79,35.487762,5145.4703030303035,35.48811618181818,5117.742336641433,35.682417732728716,51.4
204302.0,5153.54,35.487762,5145.755151515152,35.487998030303025,5117.909598098233,35.68112380330806,51.4
204352.0,5145.18,35.48386,5145.6445454545465,35.48787978787879,5117.830120271967,35.68145532539477,51.4
204402.0,5142.57,35.48386,5145.676060606061,35.487761545454546,5117.839312853664,35.681202671158566,51.4
204452.0,5143.09,35.48386,5145.959696969698,35.487761545454546,5118.023390768375,35.67998770384243,51.4
204502.0,5139.45,35.48386,5145.833636363636,35.4876433030303,5117.934287388098,35.680383006353544,51.4
204552.0,5156.16,35.487762,5146.039696969698,35.4876433030303,5118.069972256434,35.679487055156706,51.4
204602.0,5143.61,35.487762,5145.928787878787,35.487643303030296,5118.007891941585,35.67989399240515,51.4
204652.0,5145.18,35.491661,5145.944545454545,35.487643303030296,5118.024834261963,35.679780277498594,51.4
204702.0,5136.84,35.448757,5145.644242424242,35.486461333333324,5117.6689879042615,35.68022799591298,51.4
204752.0,5123.88,35.425365,5145.156666666667,35.48457051515152,5117.091006293257,35.6810026414891,51.4
204802.0,5133.21,35.417572,5144.651515151515,35.482443545454544,5116.467000527575,35.68170149980851,51.4
204852.0,5134.25,35.413673,5144.272727272727,35.480198424242424,5115.904320451865,35.68180661277167,51.4
204902.0,5141.01,35.409775,5144.209696969698,35.47771703030303,5115.503613709975,35.680466045884444,51.4
204952.0,5133.21,35.405876,5143.831212121212,35.475235636363635,5114.906155146453,35.68042162361054,51.4
205002.0,5129.06,35.405876,5142.8987878787875,35.47263609090909,5113.94555541957,35.68257939291788,51.4
205052.0,5141.53,35.394188,5142.455454545455,35.46980051515151,5113.255081061958,35.68257867566729,51.4
205102.0,5113.55,35.390289,5141.670606060606,35.466846787878794,5112.334020127549,35.68390705125574,51.4
205152.0,5123.36,35.386395,5141.072727272726,35.4636569090909,5111.494577820889,35.684318612137965,51.4
205202.0,5141.53,35.3825,5141.041212121212,35.460467151515154,5111.008609763513,35.68240176652272,51.4
