timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth,sensor1_smooth_rot,sensor2_smooth_rot,rotation_angle_deg,timestamp_std,sensor1_std,sensor2_std,sensor1_smooth_std,sensor2_smooth_std,sensor1_smooth_rot_std,sensor2_smooth_rot_std,rotation_angle_deg_std
102373.66666666667,4160.97,4.708329666666667,4165.835947333333,4.711041726333334,4091.2539048277026,4.833390598152725,45.86666666666667,74084.874801361,27.83827580867756,0.028200956461321147,30.249065877979252,0.027077480301540634,32.511237916471046,0.036440781346419066,1.320353488022554
102423.66666666667,4161.446666666667,4.708801,4164.551403666666,4.7100172806666665,4089.4150409668996,4.833266266376732,45.86666666666667,74084.874801361,41.241062466106904,0.026814465424468272,32.10970953653767,0.027850255068317467,34.95082138782521,0.03619142835184065,1.320353488022554
102473.66666666667,4155.38,4.711168,4162.422263,4.709187214,4087.163131583857,4.833687410614447,45.86666666666667,74084.874801361,39.66542701144127,0.025821768742671346,33.60521896796013,0.028524634146502137,36.777018997785795,0.03572060825083925,1.320353488022554
102523.66666666667,4165.5233333333335,4.712118666666666,4162.044140333333,4.708719065,4086.5388172434627,4.833493117434764,45.86666666666667,74084.874801361,41.4769289284221,0.027399895224860388,35.01953139610965,0.029131202322667228,38.483663580500455,0.03552384069862132,1.320353488022554
102573.66666666667,4167.463333333333,4.712598,4162.121175333334,4.708635386,4086.3381534362875,4.833137356042227,45.86666666666667,74084.874801361,37.56192265224612,0.03000948751645073,36.08470836914501,0.02973374471100107,40.023801380733936,0.03583102857055019,1.320353488022554
102623.66666666667,4170.6033333333335,4.714025,4163.175894666667,4.708836608666666,4087.337962328917,4.832637521648726,45.86666666666667,74084.874801361,31.693574006938654,0.0324041014687958,37.24338674698221,0.03055841302171398,41.59516293042571,0.036071844979406166,1.320353488022554
102673.66666666667,4170.349999999999,4.712134333333333,4164.093684333333,4.709257054333333,4088.4511372786815,4.832342623989894,45.86666666666667,74084.874801361,47.00873429480939,0.03443778885662314,38.39570178917142,0.031216067383163036,42.743173198727966,0.03580279087251674,1.320353488022554
102723.66666666667,4171.586666666667,4.713083999999999,4164.872508666666,4.709779320999999,4089.5722769867057,4.832194673069501,45.86666666666667,74084.874801361,40.1145887842977,0.0352889872198118,39.02589324382217,0.03159953926395094,43.325959882682426,0.03558253973485706,1.320353488022554
102773.66666666667,4168.706666666666,4.715459333333333,4165.297385999999,4.710514212333334,4090.6612044734306,4.8323723085906645,45.86666666666667,74084.874801361,39.91159021303658,0.03748707980535914,38.78890408424794,0.03220488975963041,43.43087006004391,0.03591310895347254,1.320353488022554
102823.66666666667,4176.056666666666,4.716882,4166.144737,4.711513512333333,4092.3036204587147,4.832507782287914,45.86666666666667,74084.874801361,34.312624984593086,0.0376551280305887,38.56206667344824,0.03285436002007766,43.45844429623477,0.036091368619856866,1.320353488022554
102873.66666666667,4163.2,4.716406333333333,4166.521280666667,4.712490087666667,4093.5963395683007,4.8328700005689695,45.86666666666667,74084.874801361,31.31552809709605,0.03715801013689163,38.64289706953044,0.03346353857399184,43.746816450182465,0.03618754569571192,1.320353488022554
102923.66666666667,4169.4766666666665,4.715925333333334,4167.280491333334,4.713421180666667,4095.11969734046,4.833012746673257,45.86666666666667,74084.874801361,39.70449890545582,0.03422791562940043,38.72284031390556,0.03394080497207619,43.9984412622018,0.03643350768897635,1.320353488022554
102973.66666666667,4172.706666666667,4.715928333333333,4168.570087666666,4.714257505333333,4096.923348525448,4.8328263767947925,45.86666666666667,74084.874801361,41.24957252303739,0.03552995570407219,39.61261794830049,0.03437241769493237,44.89161940854177,0.03644217717125438,1.320353488022554
103023.66666666667,4166.44,4.717350333333333,4168.492333333333,4.715071356,4097.744295712127,4.833323539962716,45.86666666666667,74084.874801361,35.10364226116679,0.0355343145330446,39.36416385919225,0.03473716667822239,44.92076211375751,0.036722518452438395,1.320353488022554
103073.66666666667,4175.11,4.716872333333334,4169.453263,4.715647842,4099.028272746532,4.833115061840879,45.86666666666667,74084.874801361,47.02256160610542,0.03375555439232712,39.91679370484948,0.03488612014235578,45.25125277013625,0.036116450148137344,1.320353488022554
103123.66666666667,4173.343333333333,4.7164,4170.056087666667,4.716009535,4099.854268115539,4.832951404212252,45.86666666666667,74084.874801361,39.247820746295396,0.03457080657144135,40.11333804334971,0.03490764747410154,45.28185264012176,0.035779235167738656,1.320353488022554
103173.66666666667,4166.943333333334,4.714505666666667,4169.503333333333,4.716224310666667,4099.72080527695,4.833275522238597,45.86666666666667,74084.874801361,40.076528459102846,0.03529391088181267,39.95172029254028,0.03504192766535465,45.16454065127828,0.03564695229607184,1.320353488022554
103223.66666666667,4170.283333333333,4.714508666666666,4169.362561333332,4.7163667773333335,4099.81520572875,4.833357386237001,45.86666666666667,74084.874801361,33.03549959261007,0.036500976512051614,39.302199471088386,0.03515803434491694,44.82134370542893,0.035921780551049866,1.320353488022554
103273.66666666667,4173.043333333334,4.7178086666666665,4169.682087666667,4.716350727999999,4100.071604521897,4.83310116597396,45.86666666666667,74084.874801361,32.21368084111694,0.028319046352822914,38.74788078736827,0.03465629395241145,43.9489239111081,0.035710809892178515,1.320353488022554
103323.66666666667,4182.13,4.7215913333333335,4170.237351,4.716413856,4100.571950344944,4.832783142399293,45.86666666666667,74084.874801361,31.225587264293374,0.021863864030251867,38.520066167370615,0.03375657849054972,42.91922241186201,0.035035901976276464,1.320353488022554
103373.66666666667,4179.483333333334,4.721585666666667,4171.631719333333,4.7164070176666675,4101.5942944961225,4.831994785478681,45.86666666666667,74084.874801361,20.357996790778582,0.018121980723235596,37.8352980848877,0.032750760324287094,41.50684281925986,0.03457387615306178,1.320353488022554
103423.66666666667,4184.32,4.724429,4172.430070333333,4.716665142,4102.45862736863,4.8316962651712245,45.86666666666667,74084.874801361,7.18423969533298,0.014810734080388905,35.39162212980396,0.031783918881174454,38.72562023225658,0.03484008383617107,1.320353488022554
103473.66666666667,4185.1033333333335,4.726798666666666,4172.921737000001,4.717047812333334,4103.261516887843,4.831657704049948,45.86666666666667,74084.874801361,8.801484723234795,0.011593571681468313,32.78907275786493,0.03061712506756224,35.953030851678065,0.03528252737049971,1.320353488022554
103523.66666666667,4180.763333333333,4.727272333333333,4173.597456,4.717410131666667,4104.148750602856,4.831491418208118,45.86666666666667,74084.874801361,8.325048548407198,0.011058021764011059,31.262752262969475,0.029250735369636283,33.4325401741727,0.034859858783768245,1.320353488022554
103573.66666666667,4178.433333333333,4.727273666666666,4173.042526333334,4.717914929666667,4104.342492562823,4.8320669641748735,45.86666666666667,74084.874801361,9.77412059130283,0.01243832502121343,29.077867586070973,0.028023434789651098,30.924074900951346,0.03501296240885653,1.320353488022554
