file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
speed100_delay10.csv,sensor1, sensor2,Crack 1,9336.868,9329.457,443,524,475,475,9323.783,44.735695,44.663894739336484,0.002754210441310582,0.0718002606635153,26.069271827082826,28.322578010480942
speed100_delay10.csv,sensor1, sensor2,Crack 1,9345.972,9359.185,677,761,719,719,9338.364,44.735428,44.66329035323383,0.002754210441310582,0.07213764676616563,26.19177012916964,28.363297010392714
speed100_delay10.csv,sensor1, sensor2,Crack 2,9357.631,9345.988,298,383,343,343,9290.968,44.926064,44.6622300733945,0.002754210441310582,0.26383392660549987,95.79294401336863,39.62667041353025
speed100_delay10.csv,sensor1, sensor2,Crack 2,9369.119,9390.35,811,896,852,852,9312.076,44.925343,44.66127273684211,0.002754210441310582,0.2640702631578904,95.87875319804301,39.6344475571425
speed100_delay10.csv,sensor1, sensor2,Crack 3,9379.529,9366.022,161,247,208,208,9249.663,45.186985,44.6605876492891,0.002754210441310582,0.5263973507109014,191.1245933917878,45.62633148962237
speed100_delay10.csv,sensor1, sensor2,Crack 3,9390.483,9426.26,943,1037,989,989,9287.644,45.178288,44.6607426779661,0.002754210441310582,0.5175453220339037,187.91059472842295,45.47902534148642
speed100_delay25.csv,sensor1, sensor2,Crack 1,9342.131,9329.218,188,239,212,212,9326.857,44.717129,44.663147968749996,0.0019012971342349248,0.05398103125000375,28.391686011626756,29.06382366862511
speed100_delay25.csv,sensor1, sensor2,Crack 1,9338.482,9360.554,293,340,316,316,9340.429,44.716637,44.66363175384616,0.0019012971342349248,0.053005246153837504,27.878465285315137,28.90537724184471
speed100_delay25.csv,sensor1, sensor2,Crack 2,9359.197,9343.877,130,176,152,152,9313.319,44.829536,44.66274610000001,0.0019012971342349248,0.1667898999999906,87.72426834120606,38.86239509392968
speed100_delay25.csv,sensor1, sensor2,Crack 2,9364.459,9387.516,353,399,376,376,9337.865,44.829861,44.66333736363636,0.0019012971342349248,0.16652363636364242,87.58422519300275,38.84851784743598
speed100_delay25.csv,sensor1, sensor2,Crack 3,9389.382,9363.447,67,120,93,93,9297.21,44.986134,44.664571855263155,0.0019012971342349248,0.32156214473684486,169.12777016636085,44.56429846062644
