file,speed,delay,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 2,9359.887,9344.089,499,598,557,557,9293.521,44.923923,44.66070725,0.003217175,0.26321575,81.81580636,38.2567443
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 2,9369.689,9389.205,1068,1163,1120,1120,9313.382,44.917641,44.66053054,0.003217175,0.257110457,79.91808756,38.05290165
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 3,9384.414,9366.123,340,448,404,404,9249.923,45.188858,44.6601141,0.003217175,0.528743903,164.3503808,44.31541429
speed90_delay10.csv,90,10,sensor1, sensor2,Crack 3,9390.768,9412.315,1220,1317,1272,1272,9288.352,45.182804,44.65963176,0.003217175,0.523172243,162.6185323,44.22340074
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 1,9340.603,9330.847,205,252,228,228,9325.563,44.718773,44.6628165,0.003109373,0.0559565,17.99607285,25.10355485
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 1,9341.281,9361.544,361,414,386,386,9338.99,44.719749,44.66300798,0.003109373,0.056741025,18.24838244,25.22448748
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 2,9359.852,9344.843,135,188,160,160,9309.289,44.84956,44.66102717,0.003109373,0.188532828,60.63371548,35.65428363
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 2,9364.661,9384.294,429,478,454,454,9333.443,44.845253,44.66197066,0.003109373,0.183282345,58.94511683,35.40895666
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 3,9400.463,9363.515,63,121,94,94,9287.929,45.019245,44.65882789,0.003109373,0.360417105,115.9131197,41.28265189
speed90_delay25.csv,90,25,sensor1, sensor2,Crack 3,9392.04,9414.356,494,551,521,521,9320.46,45.021259,44.66504602,0.003109373,0.356212976,114.5610372,41.18073874
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 1,9344.488,9337.465,1643,1811,1717,1717,9328.129,44.727062,44.65112361,0.005315226,0.075938387,14.2869526,23.09879208
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 1,9353.591,9363.28,2660,2837,2746,2746,9341.758,44.726929,44.65127325,0.005315226,0.075655752,14.233778,23.06640376
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 2,9361.574,9348.454,1321,1489,1421,1421,9293.24,44.92474,44.64963401,0.005315226,0.275105989,51.75809495,34.27956566
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 2,9374.297,9390.281,2964,3137,3057,3057,9313.745,44.920521,44.65015494,0.005315226,0.27036606,50.86633077,34.12860822
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 3,9382.584,9370.979,1008,1202,1127,1127,9251.099,45.185452,44.65808302,0.005315226,0.527368983,99.21853758,39.93185643
speed90_delay5.csv,90,5,sensor1, sensor2,Crack 3,9397.081,9418.486,3260,3450,3361,3361,9290.54,45.176479,44.65381063,0.005315226,0.522668367,98.33416963,39.8540891
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 1,9345.057,9333.941,114,137,126,126,9328.693,44.720203,44.66072164,0.004125584,0.059481362,14.41768396,23.17791003
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 1,9345.656,9360.738,208,228,219,219,9342.558,44.724621,44.66097562,0.004125584,0.06364538,15.42699986,23.76562951
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 2,9363.549,9347.787,81,103,92,92,9298.318,44.90221,44.6534689,0.004125584,0.2487411,60.29234062,35.60524288
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 2,9369.002,9392.771,238,265,251,251,9322.094,44.901634,44.654059,0.004125584,0.247575,60.00968971,35.56442762
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 3,9383.861,9368.533,48,70,60,60,9258.452,45.151089,44.65584198,0.004125584,0.495247017,120.0428954,41.58672924
speed90_delay50.csv,90,50,sensor1, sensor2,Crack 3,9396.88,9422.045,274,296,284,284,9296.31,45.144054,44.6566967,0.004125584,0.487357302,118.1305079,41.44724142
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 1,9423.125,9413.11,425,484,456,456,9411.604,44.848125,44.78096379,0.003072339,0.067161215,21.85996141,26.79298782
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 1,9421.771,9430.787,783,842,812,812,9414.174,44.848667,44.78121304,0.003072339,0.067453956,21.95524429,26.83076547
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 2,9430.107,9423.227,342,405,375,375,9367.664,45.029793,44.7783451,0.003072339,0.2514479,81.84249541,38.25957725
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 2,9440.891,9455.178,862,925,892,892,9384.551,45.028923,44.77890718,0.003072339,0.250015822,81.37637571,38.20996687
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 3,9445.791,9433.773,248,320,283,283,9320.074,45.275776,44.78415594,0.003072339,0.491620056,160.0149063,44.08320883
speed150_delay10.csv,150,10,sensor1, sensor2,Crack 3,9454.92,9480.481,952,1025,984,984,9352.144,45.269817,44.77954847,0.003072339,0.490268533,159.5750059,44.05929738
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 1,9417.846,9414.056,789,884,845,845,9411.994,44.849628,44.77861533,0.003831215,0.071012674,18.53529039,25.35998789
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 1,9421.602,9437.746,1644,1736,1690,1690,9415.035,44.848835,44.77873297,0.003831215,0.070102026,18.29759858,25.24788191
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 2,9429.564,9423.498,621,728,688,688,9369.705,45.033165,44.77333194,0.003831215,0.259833062,67.820024,36.62715878
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 2,9438.459,9456.813,1795,1892,1855,1855,9381.745,45.032974,44.77524583,0.003831215,0.257728169,67.27061795,36.55650834
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 3,9450.232,9437.203,450,567,528,528,9315.368,45.295765,44.77563025,0.003831215,0.520134753,135.7623668,42.65558801
speed150_delay5.csv,150,5,sensor1, sensor2,Crack 3,9454.084,9485.146,1953,2060,2011,2011,9349.224,45.293926,44.77818713,0.003831215,0.515738867,134.6149797,42.5818678
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 1,9420.249,9413.33,512,558,534,534,9409.175,44.8498,44.78098002,0.006846333,0.068819977,10.05209356,20.04513044
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 1,9419.604,9434.215,928,977,954,954,9415.256,44.848209,44.78097887,0.006846333,0.067230131,9.819874954,19.84211915
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 2,9430.143,9424.7,440,490,464,464,9369.255,45.014759,44.77740708,0.006846333,0.237351923,34.66847627,30.79869508
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 2,9438.97,9456.814,998,1051,1024,1024,9387.357,45.022232,44.77657181,0.006846333,0.245660194,35.88201229,31.09753581
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 3,9452.705,9433.196,361,421,394,394,9322.628,45.260616,44.77833928,0.006846333,0.482276723,70.44307418,36.95676601
speed200_delay10.csv,200,10,sensor1, sensor2,Crack 3,9457.685,9482.196,1068,1124,1094,1094,9355.4,45.257912,44.79187075,0.006846333,0.466041249,68.07166247,36.65932714
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 1,9417.268,9412.872,676,749,716,716,9413.65,44.852783,44.78044209,0.006111159,0.072340914,11.83751102,21.46520792
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 1,9421.838,9438.357,1432,1514,1469,1469,9415.745,44.846809,44.78034399,0.006111159,0.066465013,10.87600746,20.72938994
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 2,9430.346,9422.481,545,637,593,593,9365.388,45.034973,44.77602952,0.006111159,0.258943477,42.37223585,32.54162762
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 2,9438.8,9459.476,1545,1642,1592,1592,9385.305,45.030704,44.77441025,0.006111159,0.256293754,41.93864812,32.45228854
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 3,9453.339,9433.807,411,494,452,452,9317.951,45.288403,44.78940242,0.006111159,0.499000577,81.65399786,38.23954906
speed200_delay5.csv,200,5,sensor1, sensor2,Crack 3,9457.838,9480.618,1682,1770,1729,1729,9351.423,45.282394,44.77943513,0.006111159,0.502958866,82.30171282,38.30817747
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 1,9425.551,9414.748,486,533,508,508,9410.949,44.846054,44.78494994,0.003674596,0.061104059,16.62878488,24.4172103
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 1,9422.008,9432.637,945,981,964,964,9417.133,44.845482,44.78474787,0.003674596,0.060734129,16.52811254,24.36446522
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 2,9434.843,9424.633,426,472,450,450,9370.813,45.01688,44.77752532,0.003674596,0.239354679,65.13769344,36.27664752
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 2,9441.044,9456.695,998,1048,1022,1022,9390.318,45.015102,44.77374744,0.003674596,0.241354556,65.68193755,36.34891911
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 3,9458.002,9434.672,373,410,391,391,9326.895,45.251076,44.78839232,0.003674596,0.462683683,125.9141793,42.00149278
speed250_delay10.csv,250,10,sensor1, sensor2,Crack 3,9458.639,9479.764,1060,1105,1081,1081,9357.854,45.244335,44.78515816,0.003674596,0.459176839,124.959831,41.93540859
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 1,9432.109,9414.833,638,726,684,684,9409.798,44.848026,44.7821563,0.004360615,0.065869703,15.10560056,23.58275993
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 1,9424.517,9430.685,1480,1543,1513,1513,9416.794,44.846443,44.78205596,0.004360615,0.064387042,14.76558869,23.38501533
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 2,9438.459,9424.648,544,632,593,593,9368.199,45.032204,44.77452783,0.004360615,0.257676171,59.09170881,35.43053098
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 2,9438.494,9456.677,1569,1647,1606,1606,9387.961,45.031013,44.77590224,0.004360615,0.255110763,58.50339525,35.34362142
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 3,9463.165,9435.674,446,513,474,474,9317.62,45.291969,44.78213621,0.004360615,0.50983279,116.9176435,41.35760107
speed250_delay5.csv,250,5,sensor1, sensor2,Crack 3,9458.689,9477.706,1682,1767,1723,1723,9350.022,45.286388,44.77838571,0.004360615,0.508002295,116.4978644,41.32635928
