file,speed,delay,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
speed70_delay10.csv,70,10,sensor1, sensor2,Crack 1,9343.158,9356.946,1080,1199,1136,1136,9335.87,44.736092,44.66347635,0.004242446,0.072615651,17.1164601,24.66827904
speed70_delay10.csv,70,10,sensor1, sensor2,Crack 2,9359.302,9344.173,489,621,565,565,9291.759,44.926399,44.66128032,0.004242446,0.265118676,62.49194504,35.91648084
speed70_delay10.csv,70,10,sensor1, sensor2,Crack 2,9369.371,9382.231,1292,1416,1362,1362,9310.818,44.92767,44.66185246,0.004242446,0.26581754,62.65667628,35.93934707
speed70_delay10.csv,70,10,sensor1, sensor2,Crack 3,9381.393,9365.404,270,414,345,345,9251.229,45.187702,44.66681401,0.004242446,0.520887991,122.7801231,41.78256129
speed70_delay10.csv,70,10,sensor1, sensor2,Crack 3,9389.877,9425.174,1501,1649,1573,1573,9287.167,45.184914,44.66441421,0.004242446,0.520499793,122.6886198,41.77608561
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 1,9341.167,9331.186,242,300,271,271,9324.103,44.722996,44.66248202,0.002788816,0.060513976,21.69880217,26.72871521
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 1,9338.885,9355.303,405,466,437,437,9336.928,44.723606,44.66293132,0.002788816,0.060674682,21.75642713,26.75175153
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 2,9361.501,9344.517,151,218,185,185,9301.73,44.874023,44.65866858,0.002788816,0.215354421,77.22072254,37.75467722
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 2,9365.169,9384.521,495,559,526,526,9325.562,44.873268,44.66092836,0.002788816,0.21233964,76.13969727,37.63222291
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 3,9385.855,9363.969,64,135,99,99,9273.104,45.083054,44.65795687,0.002788816,0.425097127,152.4292239,43.66136477
speed70_delay25.csv,70,25,sensor1, sensor2,Crack 3,9392.02,9419.211,582,647,613,613,9305.033,45.079475,44.65929044,0.002788816,0.420184562,150.667701,43.56040323
speed70_delay5.csv,70,5,sensor1, sensor2,Crack 1,9345.287,9338.896,1975,2226,2096,2096,9330.021,44.724209,44.6477593,0.003603265,0.076449697,21.21678149,26.53359007
speed70_delay5.csv,70,5,sensor1, sensor2,Crack 1,9345.487,9366.057,2999,3245,3126,3126,9341.191,44.725948,44.64761436,0.003603265,0.078333643,21.73962575,26.74504127
