file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_labels,peak_height_threshold
flex_12_b.csv,sensor1, sensor2,892,72.46419383403114,0.2888834734440999,2.7808952051310882,9.626356163531806,19.66923852018021,4,77;190;557;677,24.016863;8.979104;10.560279;24.489287,Crack 3;Crack 2;Crack 2;Crack 3,
flex_8_c.csv,sensor1, sensor2,893,35.11753511016527,0.04492884581463809,0.27070843574921,6.025270198706319,15.59953054585427,6,71;190;308;473;607;734,20.878218;15.701976;-17.222981;-12.626135;15.495862;20.711093,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex_12_c.csv,sensor1, sensor2,848,72.56107065236796,0.6893067732228492,2.705870721179771,3.9254956229843656,11.87788994895495,4,70;182;588;706,16.829283;-1.146947;-0.825683;17.210094,Crack 3;Crack 2;Crack 2;Crack 3,
flex_8_double.csv,sensor1, sensor2,869,35.1844510761182,0.06746045681459824,0.2611124016372415,3.8705993698628136,11.75556443148305,6,91;223;353;521;642;769,-15.767522;11.636416;17.336960;17.413829;11.873100;-27.902422,Crack 1;Crack 2;Crack 3;Crack 3;Crack 2;Crack 1,
flex_8_b.csv,sensor1, sensor2,1079,35.21525907948838,0.06768827935021364,0.25371367125642763,3.748265928636386,11.476607904946494,6,98;220;334;596;732;862,15.998741;11.772722;-3.876979;-2.093365;11.170042;15.267200,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex_12_new.csv,sensor1, sensor2,760,75.7583362733102,0.18156859554521365,0.37156677200774624,2.0464264257373728,6.219922705297339,6,74;182;292;439;557;672,13.866373;10.777761;0.321751;-4.428529;1.426722;9.290790,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex_4_b.csv,sensor1, sensor2,868,4.762114873027125,0.03015760589111017,0.03272845353938392,1.0852470735759425,0.7105724683021324,6,66;192;317;502;621;752,5.506261;0.681478;-4.881169;-9.736339;0.739570;5.892566,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex_4_c.csv,sensor1, sensor2,939,4.784894042779379,0.030791286632172756,0.03062109173295635,0.9944726278817276,-0.048143320142753715,6,104;228;352;532;669;800,5.988906;0.184411;-9.747108;-7.323257;-0.287096;6.239766,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex_4.csv,sensor1, sensor2,864,4.750053094121812,0.035530835860907814,0.03248163882683297,0.9141816689589993,-0.779349827413103,6,99;218;347;551;672;780,-9.818078;-0.569177;5.100281;5.044512;-0.994735;-3.692470,Crack 1;Crack 2;Crack 3;Crack 3;Crack 2;Crack 1,
