file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
flex_4.csv, sensor2,timestamp,1,179846.0315062321,183759.7214048696,313,390,3913.6898986375018,78,4.810220841296604,347,181562.0,4.844098589535623,Crack 3
flex_4.csv, sensor2,timestamp,2,190464.32131319123,193864.74040545005,526,593,3400.419092258817,68,4.804509650958561,551,191762.0,4.841495288657886,Crack 3
flex_4.csv, sensor2,timestamp,3,196527.33271353948,199703.1958280076,647,709,3175.863114468113,63,4.762971664590042,672,197812.0,4.778976638960541,Crack 2
flex_4.csv, sensor2,timestamp,4,202526.1852630904,206504.03401252523,767,845,3977.8487494348374,79,4.723315986807609,780,203212.0,4.734767944014693,Crack 1
flex_4.csv, sensor2,timestamp,5,173430.1464264985,177632.55115372402,185,268,4202.404727225512,84,4.765914164543122,218,175112.0,4.7827670435178335,Crack 2
flex_4.csv, sensor2,timestamp,6,167110.49962296092,170607.15699141572,58,127,3496.657368454791,70,4.729223053509746,99,169162.0,4.734921423136101,Crack 1
flex_4_b.csv, sensor2,timestamp,1,48322.14911583549,51931.69781098294,38,109,3609.5486951474522,72,4.770474247033333,66,49763.0,4.799908606975632,Crack 3
flex_4_b.csv, sensor2,timestamp,2,54252.121972149165,57603.84576050038,156,222,3351.7237883512134,67,4.785878736660329,192,56063.0,4.80287574219662,Crack 2
flex_4_b.csv, sensor2,timestamp,3,60139.12401066348,63361.93534561657,274,337,3222.8113349530904,64,4.7994476997247535,317,62313.0,4.805800561532836,Crack 1
flex_4_b.csv, sensor2,timestamp,4,69936.47046892087,72729.5736258802,470,525,2793.1031569593324,56,4.792681565113826,502,71563.0,4.7972768602233975,Crack 1
flex_4_b.csv, sensor2,timestamp,5,76425.06395662643,79733.81692717827,600,665,3308.752970551839,66,4.78181185308056,621,77513.0,4.799511058432619,Crack 2
flex_4_b.csv, sensor2,timestamp,6,82569.89090193697,86136.46877928506,723,793,3566.577877348085,71,4.756332496435986,752,84063.0,4.786035934319433,Crack 3
flex_4_c.csv, sensor2,timestamp,1,31084.53958362993,34199.35390360627,73,135,3114.8143199763435,63,4.79961041475812,104,32646.0,4.825237936852026,Crack 3
flex_4_c.csv, sensor2,timestamp,2,36849.27056388466,40336.003011619374,189,257,3486.732447734714,69,4.811452168992687,228,38846.0,4.828025542907933,Crack 2
flex_4_c.csv, sensor2,timestamp,3,43357.837799656125,46054.2442259043,319,372,2696.406426248177,54,4.820975388829463,352,45046.0,4.824648003843474,Crack 1
flex_4_c.csv, sensor2,timestamp,4,53074.19888734353,55910.0746115011,513,569,2835.875724157566,57,4.8207108193172745,532,54046.0,4.825803032313861,Crack 1
flex_4_c.csv, sensor2,timestamp,5,65440.47663530932,69857.00440243995,760,848,4416.527767130632,89,4.778921149625729,800,67446.0,4.814419955970805,Crack 3
flex_4_c.csv, sensor2,timestamp,6,59629.2558890848,62790.55997503093,644,706,3161.3040859461253,63,4.807864609891995,669,60896.0,4.822860253671259,Crack 2
flex_8_b.csv, sensor2,timestamp,1,52751.86078499773,55796.94438908556,72,132,3045.083604087835,61,35.44678623014277,98,54052.0,35.6511473994692,Crack 3
flex_8_b.csv, sensor2,timestamp,2,58307.80279947377,62261.06923285096,184,262,3953.26643337719,79,35.287341488817155,220,60152.0,35.42391241221089,Crack 2
flex_8_b.csv, sensor2,timestamp,3,64718.50512386921,68832.03911535628,312,393,4113.533991487071,82,35.20569177204027,334,65852.0,35.22632138501665,Crack 1
flex_8_b.csv, sensor2,timestamp,4,77860.44488887987,81279.48612855742,575,642,3419.04123967755,68,35.21300179574851,596,78952.0,35.23698296558587,Crack 1
flex_8_b.csv, sensor2,timestamp,5,84271.14721327528,88010.72356917264,703,777,3739.576355897356,75,35.297994892721526,732,85752.0,35.42240796374318,Crack 2
flex_8_b.csv, sensor2,timestamp,6,90361.31442145097,94207.7358160882,825,901,3846.421394637233,77,35.4140092286362,862,92252.0,35.64796129509219,Crack 3
flex_8_c.csv, sensor2,timestamp,1,320422.29044227494,324179.7073426743,701,775,3757.416900399374,75,35.33866067436898,734,322095.0,35.58886209025549,Crack 3
flex_8_c.csv, sensor2,timestamp,2,314322.0135922148,317814.20106435067,579,648,3492.1874721358763,70,35.229418731854224,607,315745.0,35.362066021477716,Crack 2
flex_8_c.csv, sensor2,timestamp,3,308089.1220280229,311006.64573892124,454,512,2917.5237108983565,59,35.13341479807295,473,309045.0,35.15926938873987,Crack 1
flex_8_c.csv, sensor2,timestamp,4,299292.3459906173,302209.86970151565,278,336,2917.5237108983565,59,35.13547496478654,308,300795.0,35.160454682649586,Crack 1
flex_8_c.csv, sensor2,timestamp,5,293368.88875939953,296551.6418985613,160,223,3182.753139161796,64,35.23002614103776,190,294895.0,35.36401677636478,Crack 2
flex_8_c.csv, sensor2,timestamp,6,287799.0707658663,290937.6190003176,49,110,3138.548234451271,62,35.35728771409853,71,288945.0,35.59800855520093,Crack 3
flex_8_double.csv, sensor2,timestamp,1,532526.243196478,536398.0774369476,331,408,3871.834240469616,78,35.376738817137564,353,533645.0,35.6533202707309,Crack 3
flex_8_double.csv, sensor2,timestamp,2,540850.6868134877,545012.9086219925,498,580,4162.221808504779,83,35.3408070450574,521,542045.0,35.650026465005624,Crack 3
flex_8_double.csv, sensor2,timestamp,3,546787.499315541,550530.2724146616,616,690,3742.77309912059,75,35.2521084548908,642,548095.0,35.40283669912701,Crack 2
flex_8_double.csv, sensor2,timestamp,4,552885.6382442806,556628.4113434013,738,812,3742.7730991207063,75,35.18846787164753,769,554445.0,35.22028026852826,Crack 1
flex_8_double.csv, sensor2,timestamp,5,519620.12906157936,523588.7591580607,73,151,3968.6300964813563,79,35.17530884391375,91,520545.0,35.215231982353195,Crack 1
flex_8_double.csv, sensor2,timestamp,6,525524.6762782955,529848.2245134866,191,277,4323.548235191149,87,35.249051382133416,223,527145.0,35.40316158795061,Crack 2
flex_12_b.csv, sensor2,timestamp,1,43622.327879772034,46336.900247518905,57,110,2714.5723677468704,54,74.77610955718556,77,44662.0,76.98950257075838,Crack 3
flex_12_b.csv, sensor2,timestamp,2,48561.95956534421,51944.049728438666,155,222,3382.0901630944572,68,73.00342677843531,190,50312.0,73.39876837063463,Crack 2
flex_12_b.csv, sensor2,timestamp,3,67697.4696986418,70234.03732096264,538,588,2536.567622320843,51,73.18647954065176,557,68662.0,73.55379837408164,Crack 2
