file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
alum_1.csv, sensor2,timestamp,1,10280.232853109848,12214.2093013984,412,488,1933.9764482885512,77,2.5380954545454535,445,11125.0,2.540863,Crack 1
alum_1.csv, sensor2,timestamp,2,13460.136436353525,15394.112884642078,539,611,1933.976448288553,73,2.5447555753424655,579,14475.0,2.553764,Crack 2
alum_1.csv, sensor2,timestamp,3,17160.72598644412,19076.10650734528,683,759,1915.3805209011625,77,2.551967636363636,722,18146.0,2.570163,Crack 3
alum_2.csv, sensor2,timestamp,1,9271.230032346906,11584.63539499352,371,463,2313.405362646614,93,2.5632313978494627,412,10300.0,2.566633,Crack 1
alum_2.csv, sensor2,timestamp,2,12987.251244787136,14881.69343152137,516,587,1894.4421867342335,72,2.569180138888889,549,13822.0,2.57807,Crack 2
alum_2.csv, sensor2,timestamp,3,16120.367169001445,18196.96725830628,638,720,2076.600089304833,83,2.575404554216867,678,17143.0,2.594089,Crack 3
alum_3.csv, sensor2,timestamp,1,9714.4239250032,12070.297410881154,389,482,2355.8734858779535,94,2.6245024574468085,436,10900.0,2.62786,Crack 1
alum_3.csv, sensor2,timestamp,2,13666.211707766219,16250.072950342037,547,646,2583.8612425758183,100,2.6307005300000004,590,14750.0,2.638914,Crack 2
alum_3.csv, sensor2,timestamp,3,18301.962760622835,21113.81175989652,729,836,2811.848999273683,108,2.6383054629629634,785,19721.0,2.655972,Crack 3
alum_5.csv, sensor2,timestamp,1,16361.971626983865,18340.647177628136,651,729,1978.6755506442714,79,2.5522159240506332,691,17371.0,2.571122,Crack 3
alum_5.csv, sensor2,timestamp,2,9772.275373498933,11521.283226300564,391,460,1749.007852801631,70,2.540774357142857,428,10700.0,2.543727,Crack 1
alum_5.csv, sensor2,timestamp,3,12881.622667368498,14860.298218012767,516,590,1978.6755506442696,75,2.5462204,552,13800.0,2.555012,Crack 2
alum_6.csv, sensor2,timestamp,1,8065.744725283082,9775.782237956642,323,391,1710.0375126735607,69,2.5248561304347827,354,8850.0,2.527174,Crack 1
alum_6.csv, sensor2,timestamp,2,11584.475760976755,13475.382625952323,460,531,1890.9068649755682,72,2.5311199444444443,497,12522.0,2.540068,Crack 2
alum_6.csv, sensor2,timestamp,3,14922.337444368412,16895.457651299443,590,668,1973.1202069310311,79,2.5384377215189873,627,15868.0,2.554939,Crack 3
alum_7.csv, sensor2,timestamp,1,9793.124830366356,11684.975806128203,392,467,1891.8509757618467,76,2.523946105263158,426,10650.0,2.527177,Crack 1
alum_7.csv, sensor2,timestamp,2,13081.762975148633,15079.69905235507,524,603,1997.9360772064374,80,2.5288021625,566,14150.0,2.538596,Crack 2
alum_7.csv, sensor2,timestamp,3,16158.230917041732,18262.25209569276,643,722,2104.0211786510263,80,2.536010525,683,17172.0,2.552457,Crack 3
alum_8.csv, sensor2,timestamp,1,10410.051558430025,12956.498206748796,417,514,2546.4466483187716,98,2.7645941530612252,454,11350.0,2.767419,Crack 1
alum_8.csv, sensor2,timestamp,2,13911.415699868336,15952.317793006172,553,634,2040.9020931378363,82,2.769698012195122,591,14872.0,2.779258,Crack 2
alum_8.csv, sensor2,timestamp,3,17188.093372337342,19097.92835857642,680,756,1909.8349862390787,77,2.7778594285714284,720,18193.0,2.795083,Crack 3
