source_path,file_size,mtime_ns,record_type,event_order,window_order,window_start_x,window_end_x,manual_label
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,window,1,1,10132.166671739687,11942.7572846265,Crack 1
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,window,2,2,13529.357306228347,16123.914988612545,Crack 2
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,window,3,3,17225.202062430297,19315.780914423318,Crack 3
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,trim,1,,3702733.4883411955,3726343.777901903,
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,trim,2,,3748778.0709460657,3798686.382981353,
C:\Users\newsp\UCB-O365\MECHENGR-AIMRL - General\2) Projects\Project - AFRL\4) Experiments\1) Raw Data\ECLAIR-EC Demo\All runs 6-2-26\ss_8.csv,182359,1781895289727802100,trim,3,,3746903.8422446363,3748822.755909109,
