file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
flex_04_a.csv, sensor2,timestamp,1,62992.266383279304,66463.38003506603,158,294,3471.113651786727,137,2.865515487190158,223,64644.0,2.8769358846449973,Crack 3
flex_04_a.csv, sensor2,timestamp,2,68736.13302135497,72165.9238915728,385,519,3429.7908702178393,135,2.8610255722706706,455,70533.0,2.8669783343664634,Crack 2
flex_04_a.csv, sensor2,timestamp,3,74686.61356727507,77868.46774807957,619,743,3181.8541808044974,125,2.8577996372667025,702,76803.0,2.8594143061065784,Crack 1
flex_04_a.csv, sensor2,timestamp,4,81752.8092155552,84728.04948851524,898,1014,2975.2402729600435,117,2.858194334740989,960,83350.0,2.8598140115942816,Crack 1
flex_04_a.csv, sensor2,timestamp,5,87537.99863519974,90926.46672384869,1125,1258,3388.4680886489514,134,2.8613601696440027,1193,89266.0,2.86690396653562,Crack 2
flex_04_a.csv, sensor2,timestamp,6,92992.60580229317,97207.5295223199,1341,1506,4214.923720026738,166,2.8640295364831267,1435,95396.0,2.876499386185581,Crack 3
flex_04_b.csv, sensor2,timestamp,1,108447.32995496914,111900.50350155777,132,267,3453.1735465886304,136,2.8628380810593845,199,110167.0,2.873655426034582,Crack 3
flex_04_b.csv, sensor2,timestamp,2,114105.54203130714,117641.92457901839,355,493,3536.382547711255,139,2.8576671157750493,431,116055.0,2.8640148620625103,Crack 2
flex_04_b.csv, sensor2,timestamp,3,120096.5901121356,123549.76365872423,591,726,3453.1735465886304,136,2.854588086948876,652,121665.0,2.8564031476729177,Crack 1
flex_04_b.csv, sensor2,timestamp,4,127959.84071822297,131621.03676761815,901,1044,3661.1960493951774,144,2.8547761082371683,976,129886.0,2.8567674125263838,Crack 1
flex_04_b.csv, sensor2,timestamp,5,134283.7248035419,138028.1298540597,1150,1296,3744.4050505177875,147,2.85799712340172,1224,136180.0,2.8638489472446262,Crack 2
flex_04_b.csv, sensor2,timestamp,6,140482.7953871769,144601.64094274648,1394,1555,4118.845555569569,162,2.8616126668931243,1468,142371.0,2.8737692199700464,Crack 3
flex_04_c.csv, sensor2,timestamp,1,154335.22041650375,158996.11529156525,121,304,4660.8948750614945,184,2.862501850505735,212,156656.0,2.8761157772915897,Crack 3
flex_04_c.csv, sensor2,timestamp,2,161058.45815663668,164316.9598834496,386,513,3258.501726812916,128,2.860224563339226,450,162695.0,2.8659111502157604,Crack 2
flex_04_c.csv, sensor2,timestamp,3,166379.30274852106,169720.29818993682,596,726,3340.9954414157546,131,2.8563305960802645,671,168305.0,2.858140667657775,Crack 1
flex_04_c.csv, sensor2,timestamp,4,174298.69935039544,177433.46050530404,908,1030,3134.7611549085996,123,2.8570688851363104,963,175717.0,2.8588263579061697,Crack 1
flex_04_c.csv, sensor2,timestamp,5,180320.7405164041,183909.21710162843,1145,1285,3588.476585224329,141,2.860206103763429,1208,181935.0,2.8658800556718163,Crack 2
flex_04_c.csv, sensor2,timestamp,6,186384.02853971417,190302.47998334994,1384,1537,3918.4514436357713,154,2.8643281553636766,1455,188204.0,2.8766349547891292,Crack 3
flex_08_a.csv, sensor2,timestamp,1,64063.52662774128,68053.48793270868,168,325,3989.961304967401,158,20.365590943519617,250,66150.0,20.488996054559454,Crack 3
flex_08_a.csv, sensor2,timestamp,2,70110.16901774342,73729.92772740457,407,548,3619.7587096611533,142,20.33337571611009,474,71835.0,20.39308845684299,Crack 2
flex_08_a.csv, sensor2,timestamp,3,75992.2769209428,79077.2985484949,638,759,3085.021627552109,122,20.309591237386215,693,77389.0,20.321575173675104,Crack 1
flex_08_a.csv, sensor2,timestamp,4,83108.393475163,86275.6823461165,919,1043,3167.2888709535036,125,20.308959874589206,983,84743.0,20.323565312574544,Crack 1
