file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_labels,peak_height_threshold
flex08_100_a.csv,sensor1, sensor2,1598,22.568602134266563,0.001363128203903198,0.05976635086583926,43.84499616008498,32.83840072755807,6,238;434;647;940;1191;1393,38.697756;32.721337;22.391368;21.717711;32.953908;39.194375,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_100_b.csv,sensor1, sensor2,1510,22.570063295873293,0.0026051171066571828,0.06426423665729608,24.66846365296731,27.842842051152207,6,210;408;613;894;1132;1335,33.823318;27.687926;17.563792;16.740914;27.995043;33.873751,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_100_c.csv,sensor1, sensor2,1521,22.555168420818127,0.0020086914338187743,0.09119502330785778,45.40021517116973,33.141158223410905,6,226;419;625;903;1127;1338,40.397044;33.543928;21.897817;22.075344;32.718800;38.471108,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_220_a.csv,sensor1, sensor2,1625,20.288267692913085,0.0013185105301161625,0.10580487373616698,80.24575558516429,38.08844141351565,6,250;474;693;983;1219;1459,43.683630;38.006084;27.700281;28.182832;38.170026;43.777986,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_220_b.csv,sensor1, sensor2,1559,20.290660723283167,0.0027765803529095196,0.10301107291627609,37.09997904736774,31.38747328684801,6,203;429;646;881;1119;1360,37.072967;31.412550;21.022874;20.496522;31.362324;37.039087,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_220_c.csv,sensor1, sensor2,1591,20.29103149274593,0.0018885860629699889,0.1003512500687016,53.13565107585794,34.50772012792606,6,220;441;666;939;1182;1417,40.108523;34.494495;23.980274;24.446251;34.520925;40.181627,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_440_a.csv,sensor1, sensor2,1614,20.32689685896958,0.0006961572844255333,0.07295267768738434,104.79338408070332,40.406677304110644,6,227;439;670;965;1207;1428,46.368679;40.397982;29.575634;28.880398;40.415364;46.245104,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_440_b.csv,sensor1, sensor2,1574,20.322841937257135,0.0007084690503853369,0.07554623570797148,106.63307827897607,40.55783893164042,6,216;423;642;921;1173;1394,46.471969;40.541487;29.584219;29.410198;40.574160;46.483519,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_440_c.csv,sensor1, sensor2,1520,20.31492134373173,0.0009144204028805712,0.07178732464577209,78.50582119518602,37.89803721623383,6,181;388;604;884;1127;1346,43.834506;37.955841;26.844216;26.576942;37.839847;43.653756,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_660_a.csv,sensor1, sensor2,1604,20.738845845372254,0.0015435909014127787,0.06047009437336648,39.17494869788423,31.860168728088688,6,206;406;619;896;1135;1345,38.201441;31.812824;20.754222;20.148487;31.907257;38.006550,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_660_b.csv,sensor1, sensor2,1459,20.74007612696874,0.0006879718401079224,0.05704481526469962,82.91736948964508,38.37291031748306,6,152;348;568;858;1092;1302,44.599399;38.330465;26.127784;27.262148;38.415150;44.682036,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
flex08_660_c.csv,sensor1, sensor2,1482,20.725477409309256,0.0006243863431371436,0.052092367125577965,83.4297029365617,38.4264139443741,6,154;352;555;814;1054;1260,44.538100;38.437707;27.158545;27.128925;38.415107;44.558335,Crack 3;Crack 2;Crack 1;Crack 1;Crack 2;Crack 3,
