file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
flex_04_a.csv, sensor2,timestamp,1,166752.35236957044,170130.95703237437,51,118,3378.604662803933,68,4.7852371355622,96,169012.0,4.787949322130925,Crack 1
flex_04_a.csv, sensor2,timestamp,2,173252.95880939573,177273.0706866561,181,261,4020.1118772603804,81,4.792013666577976,218,175112.0,4.805320164087064,Crack 2
flex_04_a.csv, sensor2,timestamp,3,179496.96236343845,183645.37568359013,306,388,4148.413320151682,83,4.802036778996953,344,181412.0,4.828803690896866,Crack 3
flex_04_a.csv, sensor2,timestamp,4,189632.77635185028,193396.28534332808,509,583,3763.5089914778073,75,4.802065428680949,552,191812.0,4.828292255593852,Crack 3
flex_04_a.csv, sensor2,timestamp,5,195320.80698669743,199298.15171632732,623,701,3977.344729629898,79,4.790956135051534,670,197712.0,4.803799990330594,Crack 2
flex_04_a.csv, sensor2,timestamp,6,201992.48201704444,205841.5253037831,756,832,3849.0432867386553,77,4.784856857471886,784,203412.0,4.78826618618877,Crack 1
flex_04_b.csv, sensor2,timestamp,1,47812.09644095158,51636.014647912,27,103,3823.9182069604212,77,4.8135655332520555,66,49763.0,4.837648139038728,Crack 3
flex_04_b.csv, sensor2,timestamp,2,53655.387184172,57350.40927179667,144,217,3695.0220876246676,74,4.8043283006026565,190,55963.0,4.817341024008615,Crack 2
flex_04_b.csv, sensor2,timestamp,3,59756.4701660639,63451.49225368857,266,339,3695.022087624675,74,4.797361368127981,309,61913.0,4.8012740733245,Crack 1
flex_04_b.csv, sensor2,timestamp,4,69681.47135491621,72817.943592086,465,527,3136.4722371697862,63,4.798939979598013,495,71213.0,4.8022680116363015,Crack 1
flex_04_b.csv, sensor2,timestamp,5,75567.72747124854,79477.5764244328,583,660,3909.8489531842642,78,4.8059620882292196,624,77663.0,4.81851213643857,Crack 2
flex_04_b.csv, sensor2,timestamp,6,81969.56806492385,86738.7244803464,711,805,4769.156415422549,95,4.8103038180729145,754,84163.0,4.836428848698737,Crack 3
flex_04_c.csv, sensor2,timestamp,1,30486.027844172742,34483.64112928456,61,140,3997.6132851118164,80,4.833534573424729,102,32546.0,4.85774827674003,Crack 3
