file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_labels,peak_height_threshold
flex_12.csv,sensor1_smooth_rot, sensor2_smooth_rot,760,74.87561429790763,0.15572025388205646,0.5407570896948002,3.4726188547340358,10.8131423787433,4,78;188;593;710,16.325286;4.448767;-1.240729;14.446601,Crack 3;Crack 2;Crack 2;Crack 3,
