timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth,sensor1_smooth_rot,sensor2_smooth_rot,rotation_angle_deg, sensor2_smooth_rot,timestamp_std,sensor1_std,sensor2_std,sensor1_smooth_std,sensor2_smooth_std,sensor1_smooth_rot_std,sensor2_smooth_rot_std,rotation_angle_deg_std, sensor2_smooth_rot_std
79373.66666666667,4438.926666666666,4.900174666666667,4428.387842,4.900205472,4483.301002240486,4.87233358873024,45.86666666666667,4.794216512493939,74084.874801361,8.88967003512105,0.012642642379397415,14.230426730526316,0.012701419859084673,14.575981054353745,0.06464669507308693,1.320353488022554,0.01744403893428059
79423.66666666667,4434.663333333333,4.900174666666667,4429.222982333334,4.900253838666667,4483.937723797845,4.871953761714148,45.86666666666667,4.7938298006309985,74084.874801361,6.0040097712554115,0.012642642379397415,13.54745503786403,0.012784913578233092,14.003040911942204,0.06443965197180898,1.320353488022554,0.017436745588334433
79473.66666666667,4430.333333333333,4.899692,4429.681807,4.900228417666667,4484.230105344074,4.8717014111466,45.86666666666667,4.793577327114403,74084.874801361,17.34393650049924,0.012997598585892778,14.512498736562799,0.012810010700844216,14.58854656792153,0.06415728062714078,1.320353488022554,0.017057624412609274
79523.66666666667,4435.080000000001,4.9001763333333335,4430.024526333334,4.900154729666667,4484.398898918109,4.8714862510877746,45.86666666666667,4.793353898174662,74084.874801361,18.037380630235855,0.013835263291073544,13.855493572047719,0.01287077454443369,14.064631069827964,0.06400293740522482,1.320353488022554,0.017097565780228006
79573.66666666667,4430.673333333333,4.900659,4430.0936489999995,4.9002031630000005,4484.497905785506,4.871494428091316,45.86666666666667,4.793354539016447,74084.874801361,9.755881986439556,0.01347635087848318,13.27232038799619,0.012954388630746818,13.734907771450848,0.0641302510739753,1.320353488022554,0.017349525529860917
79623.66666666667,4431.326666666667,4.900657666666667,4430.524912333333,4.900226042,4484.819987048348,4.8712950081500574,45.86666666666667,4.7931517027432475,74084.874801361,16.557274332852426,0.012334026485026654,13.805330799479295,0.012944038466093407,14.01354673161629,0.06404443855952165,1.320353488022554,0.017182319417495418
79673.66666666667,4431.56,4.900174666666667,4430.341544,4.900274308666666,4484.740236136433,4.871434488996386,45.86666666666667,4.793281548191465,74084.874801361,12.195249074947064,0.012642642379397415,13.066050238990293,0.012909088616297157,13.617967538660984,0.06450818325672793,1.320353488022554,0.01768128799293116
79723.66666666667,4422.456666666666,4.900657666666667,4429.589982333334,4.900370875333333,4484.3128368313855,4.871889603769682,45.86666666666667,4.793729740248129,74084.874801361,11.335679659082016,0.012334026485026654,12.693944340272008,0.01284051312432702,13.16756320922698,0.06451040734396118,1.320353488022554,0.017737534729713567
79773.66666666667,4433.823333333334,4.900174666666667,4430.497122666667,4.900322441999999,4484.895199035388,4.8714000573605505,45.86666666666667,4.79323675033914,74084.874801361,16.31791142681342,0.012642642379397415,13.390027118910163,0.012757107762940792,13.652580023628696,0.06447145815829047,1.320353488022554,0.017574319839239367
79823.66666666667,4426.59,4.900174666666667,4430.962894666667,4.9003478629999995,4485.249565773767,4.871192689536419,45.86666666666667,4.793020624401517,74084.874801361,17.643896961839033,0.012642642379397415,12.853866070459233,0.01273116792671025,13.208556342963407,0.06436087254702022,1.320353488022554,0.01760242451826074
79873.66666666667,4430.8,4.900657666666667,4430.837070333334,4.900373284333333,4485.187559411969,4.87128323604481,45.86666666666667,4.79310348129497,74084.874801361,10.263688420835951,0.012162666497661562,12.518738783193955,0.012705327380714707,13.106520552666073,0.06458026746215022,1.320353488022554,0.017851737263016473
79923.66666666667,4433.833333333333,4.900657666666667,4430.959087666667,4.900398705333333,4485.295675304013,4.871236406650687,45.86666666666667,4.7930562091739475,74084.874801361,17.899364048293407,0.012162666497661562,13.635521546719833,0.01267958741172931,13.865299383394762,0.0643264795985103,1.320353488022554,0.01746162557781318
79973.66666666667,4428.929999999999,4.899691,4430.419087666666,4.900398605333333,4484.917268835571,4.871523485674768,45.86666666666667,4.793332791259865,74084.874801361,10.943833880318158,0.011810813731491907,12.91467258899975,0.012562100256458026,13.47091823589905,0.064864345496381,1.320353488022554,0.018009940349076187
80023.66666666667,4428.943333333334,4.899692,4429.692596333333,4.900350172,4484.3595491737915,4.871864349197005,45.86666666666667,4.793667136628911,74084.874801361,14.332516643400067,0.012997598585892778,12.746476630615636,0.012478686161674727,13.433889733439738,0.0651124627954004,1.320353488022554,0.018247694619724624
80073.66666666667,4434.0633333333335,4.899692,4430.139824666667,4.900253472,4484.575611914939,4.871572954949212,45.86666666666667,4.793371952836275,74084.874801361,13.668139351547918,0.012997598585892778,13.003430273286114,0.012429301979143964,13.487350265442089,0.06471759145633453,1.320353488022554,0.017888213922118396
80123.66666666667,4428.990000000001,4.899208333333333,4430.374982333334,4.900108538666667,4484.596384736181,4.871353288486971,45.86666666666667,4.793148857674763,74084.874801361,22.33244500720879,0.012161255458764557,13.310767451914323,0.012415334624072556,13.519466369885443,0.06407080902880395,1.320353488022554,0.017336427042477315
80173.66666666667,4432.43,4.9001763333333335,4430.7989296666665,4.900083284333333,4484.870402248973,4.871127535927697,45.86666666666667,4.792916905855905,74084.874801361,11.653527362992095,0.013835263291073544,12.972735660909207,0.012559461205447802,13.222950368063236,0.06381491899569815,1.320353488022554,0.017261485008769086
80223.66666666667,4425.21,4.900657666666667,4430.766877333333,4.900034984333334,4484.797493750958,4.8711116741478575,45.86666666666667,4.792897851598603,74084.874801361,15.164468338850446,0.012162666497661562,13.461392436041864,0.012595140317243183,13.707577394222179,0.06380937318468573,1.320353488022554,0.017194729889505923
80273.66666666667,4434.433333333333,4.900174666666667,4431.187631666667,4.900009563,4485.067593883244,4.870891487733308,45.86666666666667,4.792669091316003,74084.874801361,13.03506936434681,0.012642642379397415,12.975215312356399,0.012620184326182053,13.30970620640708,0.06380531882299005,1.320353488022554,0.017306583262676124
80323.66666666667,4426.123333333333,4.900659,4430.855122666667,4.9000579963333335,4484.882787985113,4.871092784082404,45.86666666666667,4.7928684244215765,74084.874801361,22.818940232476763,0.01347635087848318,13.57512870293051,0.0127037874044022,13.732059495577586,0.06361982904710169,1.320353488022554,0.017086628988191608
80373.66666666667,4423.36,4.898726333333333,4429.793544,4.899890284333334,4483.9687072409015,4.871507127857792,45.86666666666667,4.7932834493101595,74084.874801361,18.466166359046934,0.013983552993904611,14.5399357915988,0.012826056027093993,14.906001025929866,0.06367529024322524,1.320353488022554,0.01702454505110283
80423.66666666667,4429.483333333334,4.896797333333333,4429.451333333333,4.899552551,4483.3893305880665,4.871442791327276,45.86666666666667,4.793218005439843,74084.874801361,21.440677072642337,0.017296945867213726,14.784981783327597,0.013225050967009792,15.999750653288658,0.06395374441348041,1.320353488022554,0.017375164096957628
80473.66666666667,4422.046666666666,4.896315333333333,4428.933456,4.899214984333334,4482.684493147982,4.871459508256405,45.86666666666667,4.793239119879055,74084.874801361,26.53025882522343,0.017892463506553248,15.906143136782633,0.013777767866061236,17.88870308546968,0.0643032009676484,1.320353488022554,0.017683526704695907
80523.66666666667,4422.513333333333,4.895348666666667,4428.2588946666665,4.898780651,4481.775679569061,4.871488559415421,45.86666666666667,4.793271102509768,74084.874801361,22.408610696188603,0.01771209310988768,16.70649825227586,0.014192263839526204,19.21059596220706,0.06414814013110481,1.320353488022554,0.01758670368114662
80573.66666666667,4412.066666666667,4.895350666666666,4426.080438666667,4.898346517666666,4479.8103563349205,4.872263894176168,45.86666666666667,4.794058705336542,74084.874801361,33.78616038163147,0.019138122069140267,18.90250068528684,0.014767496215894188,21.730758638541047,0.06413516814733877,1.320353488022554,0.017421647393469315
80623.66666666667,4416.31,4.894866333333334,4424.106807,4.897912317666667,4477.988279092134,4.872940597259565,45.86666666666667,4.794745892499186,74084.874801361,36.986704367921,0.018351541660942952,20.699885042041448,0.015371583196243332,24.088352825190476,0.06455465995689488,1.320353488022554,0.017730875176226513
80673.66666666667,4421.683333333333,4.894867333333333,4423.201438666667,4.8973585386666665,4476.793556080463,4.872990391253578,45.86666666666667,4.794808034247083,74084.874801361,27.70596024925597,0.018913028639890785,22.856443985040354,0.015880315104168232,26.528585574161735,0.06447011133508487,1.320353488022554,0.017532841624790654
80723.66666666667,4420.296666666666,4.893901333333333,4422.501473666667,4.896754084333334,4475.695711534608,4.872906615622229,45.86666666666667,4.794733351360665,74084.874801361,25.373912456169183,0.019134625690965208,23.751404377826898,0.016586236257473446,28.166149828688845,0.06438138570690054,1.320353488022554,0.017529904809392236
80773.66666666667,4418.863333333334,4.893419333333333,4421.026456,4.8961014296666665,4474.001962925756,4.873171617067104,45.86666666666667,4.795014067797356,74084.874801361,32.15161012038642,0.01978051451133973,26.009925761213353,0.017380348120142046,30.92082634533638,0.06458620072992718,1.320353488022554,0.01764488531534815
80823.66666666667,4419.836666666667,4.891970333333333,4420.480263,4.895275747333334,4472.787679715745,4.872856662112754,45.86666666666667,4.794708170777253,74084.874801361,29.402347411955486,0.01929631260975304,26.738042236717863,0.018068290156590384,32.38127513369431,0.06456434144537633,1.320353488022554,0.017713954922964646
80873.66666666667,4423.32,4.892936,4420.635420999999,4.894788198333334,4472.403206373822,4.872413127061775,45.86666666666667,4.794282278100224,74084.874801361,30.11663493818705,0.019497499096038262,27.78680388113642,0.018609530645384457,33.60159359990681,0.06408784965861983,1.320353488022554,0.01726107274513858
80923.66666666667,4424.78,4.892934333333334,4420.162386,4.894470503666667,4471.750116263184,4.8723832787329355,45.86666666666667,4.7942969476463615,74084.874801361,26.19564085873853,0.018101448128073076,28.255422869371632,0.018667217775334092,34.00223048559263,0.06392701556153194,1.320353488022554,0.017106495495345132
80973.66666666667,4417.076666666667,4.892936,4420.398193,4.894201175333333,4471.643348448827,4.872063931635831,45.86666666666667,4.793985712235984,74084.874801361,26.482825252100877,0.019497499096038262,28.59917126122329,0.018803739139124486,34.24287762211869,0.06336018028314629,1.320353488022554,0.016574394040951852
81023.66666666667,4417.923333333333,4.8934180000000005,4420.112122666666,4.894099561333333,4471.339387585703,4.872130399356636,45.86666666666667,4.794058299481129,74084.874801361,23.544222929061558,0.01863697778611101,28.59189047693631,0.018833434011334207,34.124277362129476,0.06324025424128626,1.320353488022554,0.016482100161587653
