file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
flex08_100_a.csv,sensor1, sensor2,Crack 1,12552.331793252013,12525.581454739584,584,722,647,647,12609.791006248804,22.58834595827122,22.57014977506841,0.0013034777232855928,0.0181961832028108,13.959719355191469,22.897533747237304
flex08_100_a.csv,sensor1, sensor2,Crack 1,12531.986145797344,12520.049709156106,860,1012,940,940,12520.094348666691,22.586007423981666,22.56956661111906,0.0013034777232855928,0.016440812862605014,12.61303708448788,22.01639345267049
flex08_100_a.csv,sensor1, sensor2,Crack 2,12557.807454378342,12556.562871835402,370,491,434,434,12581.070635479724,22.62757559666003,22.568695593369757,0.0013034777232855928,0.05888000329027321,45.17146878571745,33.09728424433012
flex08_100_a.csv,sensor1, sensor2,Crack 2,12548.263755885204,12565.290250092336,1121,1247,1191,1191,12580.704091489577,22.628734805947236,22.56802527244501,0.0013034777232855928,0.06070953350222652,46.575044910779056,33.363065646886426
flex08_100_a.csv,sensor1, sensor2,Crack 3,12584.090746589212,12561.261658722697,161,304,238,238,12620.446961928968,22.685376675989417,22.567949770744356,0.0013034777232855928,0.11742690524506116,90.08738941013175,39.09328003869444
flex08_100_a.csv,sensor1, sensor2,Crack 3,12556.608640230608,12634.277694806853,1325,1481,1393,1393,12672.038335990503,22.692527086906722,22.568167332462764,0.0013034777232855928,0.12435975444395808,95.4061218096558,39.59152484897774
flex08_100_b.csv,sensor1, sensor2,Crack 1,12553.587729697809,12547.07139259636,554,685,613,613,12603.706754006109,22.59147015099999,22.571867105488298,0.0026414456227624975,0.019603045511690453,7.4213322215541355,17.40963747090584
flex08_100_b.csv,sensor1, sensor2,Crack 1,12515.502119293134,12523.703793053186,834,963,894,894,12524.687780094942,22.58954152843982,22.571619257123086,0.0026414456227624975,0.01792227131673485,6.7850237620985885,16.631027459164123
flex08_100_b.csv,sensor1, sensor2,Crack 2,12561.675650816313,12553.897367939267,343,468,408,408,12565.174525614719,22.632203492447502,22.568940686964883,0.0026414456227624975,0.0632628054826192,23.95006921113795,27.586135455614453
flex08_100_b.csv,sensor1, sensor2,Crack 2,12548.27026807664,12577.422988325723,1066,1206,1132,1132,12557.859097558252,22.634220962825818,22.568746342987886,0.0026414456227624975,0.06547461983793212,24.787419159307525,27.884626216502056
