file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
ss_11.csv,sensor1, sensor2,Crack 1,3985.518,4047.926,377,453,407,407,4050.138,2.903894,2.8992121002277904,0.005153837062920918,0.0046818997722097855,0.908429916400255,-0.8341714407498799
ss_11.csv,sensor1, sensor2,Crack 2,4009.965,3974.595,516,607,561,561,3996.541,2.920507,2.8990268454545456,0.005153837062920918,0.0214801545454546,4.167798532086461,12.39813434729842
ss_11.csv,sensor1, sensor2,Crack 3,4049.348,3933.235,656,733,693,693,3848.65,2.939718,2.8984549294117645,0.005153837062920918,0.04126307058823553,8.006281549935116,18.06861716987385
ss_12.csv,sensor1, sensor2,Crack 1,4081.63,3928.719,352,462,407,407,3985.318,2.857116,2.850734092857143,0.0037589333608822103,0.006381907142857024,1.697797361685393,4.59771708737554
ss_12.csv,sensor1, sensor2,Crack 2,4063.141,4065.349,531,620,570,570,3940.514,2.874726,2.8515138407079648,0.0037589333608822103,0.02321215929203513,6.1751984043120425,15.813018313981983
ss_12.csv,sensor1, sensor2,Crack 3,3939.838,3945.068,666,746,700,700,3837.471,2.899558,2.8523676222222227,0.0037589333608822103,0.047190377777777126,12.554193769133935,21.975776550681594
ss_4.csv,sensor1, sensor2,Crack 1,4181.378,4087.382,354,431,384,384,3996.381,2.831262,2.8231369927184464,0.005940555660007685,0.008125007281553742,1.3677183998547422,2.7199337901051006
ss_4.csv,sensor1, sensor2,Crack 2,4086.094,4059.597,490,596,546,546,3869.934,2.847636,2.8241613142857145,0.005940555660007685,0.02347468571428557,3.951597637964931,11.935454343272934
ss_4.csv,sensor1, sensor2,Crack 3,3993.866,3711.284,679,805,743,743,3811.919,2.874567,2.8167072085561498,0.005940555660007685,0.05785979144385012,9.739794516759947,19.770995890798932
ss_6.csv,sensor1, sensor2,Crack 1,4170.183,3961.976,379,444,423,423,3880.871,2.630504,2.6289495895196504,0.007044945148174319,0.001554410480349766,0.22064195641787046,-13.12623800580482
ss_6.csv,sensor1, sensor2,Crack 2,4013.111,4008.805,524,605,563,563,3965.252,2.645063,2.623344955223881,0.007044945148174319,0.02171804477611916,3.0827840840957212,9.77886216258378
ss_6.csv,sensor1, sensor2,Crack 3,4067.918,3973.056,661,737,698,698,3871.996,2.671451,2.6247037589285713,0.007044945148174319,0.04674724107142847,6.6355720432462,16.43756737450284
ss_7.csv,sensor1, sensor2,Crack 1,4055.471,3983.801,282,355,320,320,4065.956,2.801762,2.796737584269663,0.00543551263030237,0.005024415730336962,0.9243683295530233,-0.6830988522614583
ss_7.csv,sensor1, sensor2,Crack 2,3989.461,3968.565,430,510,470,470,3964.347,2.817046,2.7960789779411765,0.00543551263030237,0.020967022058823392,3.85741391565068,11.725924857373588
ss_7.csv,sensor1, sensor2,Crack 3,4016.348,3961.011,573,653,613,613,3852.37,2.840254,2.7957166666666664,0.00543551263030237,0.04453733333333343,8.193768713744278,18.269674018404856
ss_8.csv,sensor1, sensor2,Crack 1,4054.578,4081.94,402,473,439,439,3936.797,2.82845,2.827756017167382,0.005907329563232117,0.000693982832618012,0.11747826580345865,-18.600849461838575
ss_8.csv,sensor1, sensor2,Crack 2,4037.847,4077.257,538,637,583,583,3952.65,2.842668,2.822288194444445,0.005907329563232117,0.020379805555555297,3.449918501652844,10.756176714795828
ss_8.csv,sensor1, sensor2,Crack 3,4011.724,3947.104,682,761,723,723,3903.207,2.86503,2.8218308817204303,0.005907329563232117,0.04319911827956968,7.31279977139685,17.281673647158712
ss_9.csv,sensor1, sensor2,Crack 1,4178.217,3973.727,421,495,459,459,3902.826,2.659611,2.6594736563146997,0.006313661251543657,0.00013734368530027297,0.02175341372118961,-33.24945160734397
ss_9.csv,sensor1, sensor2,Crack 2,3972.527,3990.636,558,630,599,599,3941.045,2.675364,2.6533293363636368,0.006313661251543657,0.022034663636363305,3.4899977617544726,10.856502968650686
ss_9.csv,sensor1, sensor2,Crack 3,3994.403,3964.076,679,760,721,721,3884.542,2.698609,2.654633442105263,0.006313661251543657,0.04397555789473673,6.965143700730686,16.85860161919273
