file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
flex08_100_alum.csv, sensor2,timestamp,1,90637.26533160143,93958.35783194823,119,251,3321.0925003468,133,23.325835744360898,193,92508.0,23.452181,Crack 3
flex08_100_alum.csv, sensor2,timestamp,2,95533.30891458692,98409.30654375324,315,429,2875.997629166319,115,23.292663356521736,380,97183.0,23.349148,Crack 2
flex08_100_alum.csv, sensor2,timestamp,3,100463.59056458632,103408.06432778038,512,629,2944.4737631940516,118,23.260261033898306,577,102108.0,23.275497,Crack 1
flex08_100_alum.csv, sensor2,timestamp,4,106352.53809097444,109057.34538507133,747,851,2704.807294096885,105,23.25949559047619,800,107779.0,23.273418,Crack 1
flex08_100_alum.csv, sensor2,timestamp,5,111385.53394201548,114261.53157118178,945,1051,2875.9976291663043,107,23.29220391588785,992,112675.0,23.349377,Crack 2
flex08_100_alum.csv, sensor2,timestamp,6,116041.91105590377,119534.19389132,1123,1254,3492.282835416234,132,23.320763568181814,1183,117642.0,23.451122,Crack 3
flex08_100_ss.csv, sensor2,timestamp,1,408321.9615982241,411673.30588235287,155,288,3351.344284128747,134,23.510920313432834,227,410124.0,23.656868,Crack 3
flex08_100_ss.csv, sensor2,timestamp,2,413294.92408435064,416141.7649278579,354,467,2846.8408435072633,114,23.460575903508776,415,414824.0,23.511486,Crack 2
flex08_100_ss.csv, sensor2,timestamp,3,418231.8506104328,421078.69145394,552,657,2846.840843507205,106,23.422899471698113,606,419696.0,23.430897,Crack 1
flex08_100_ss.csv, sensor2,timestamp,4,423384.9928967813,426339.9416204217,750,867,2954.9487236404093,118,23.42248825423729,799,424618.0,23.430134,Crack 1
flex08_100_ss.csv, sensor2,timestamp,5,428357.9553829078,431565.155826859,949,1065,3207.20044395118,117,23.45561752991453,1003,429815.0,23.50877,Crack 2
flex08_100_ss.csv, sensor2,timestamp,6,432970.55826859036,436538.1183129855,1122,1256,3567.5600443951553,135,23.507421074074074,1185,434656.0,23.653547,Crack 3
flex08_100_titanium.csv, sensor2,timestamp,1,294120.3944741958,297412.8208367193,140,271,3292.426362523518,132,24.225612931818183,209,295851.0,24.323399,Crack 3
flex08_100_titanium.csv, sensor2,timestamp,2,298668.69481005304,301825.3510132973,322,440,3156.6562032442307,119,24.179090352941177,383,300297.0,24.209377,Crack 2
flex08_100_titanium.csv, sensor2,timestamp,3,304472.86911924405,306509.4215084338,547,623,2036.5523891897756,77,24.15918389610389,563,304893.0,24.161215,Crack 1
flex08_100_titanium.csv, sensor2,timestamp,4,310005.50310987636,312958.5040742016,760,877,2953.0009643252706,118,24.158077771186438,801,311035.0,24.162426,Crack 1
flex08_100_titanium.csv, sensor2,timestamp,5,314519.8609059138,317812.2872684373,941,1064,3292.426362523518,124,24.179553185483872,1007,316377.0,24.211134,Crack 2
flex08_100_titanium.csv, sensor2,timestamp,6,319203.93140105036,322971.5533210515,1121,1263,3767.621920001169,143,24.216958762237763,1187,320877.0,24.323719,Crack 3
