file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
flex_04_a.csv,sensor1, sensor2,Crack 1,4443.65614367095,4375.586075620105,54,119,96,96,4399.842538123261,4.787949322130925,4.780452556809329,0.0014927656425096337,0.007496765321596044,5.022064487626136,14.017645702545508
flex_04_a.csv,sensor1, sensor2,Crack 1,4358.820185257004,4453.283250489792,749,832,784,784,4398.599237135407,4.78826618618877,4.779526523753647,0.0014927656425096337,0.00873966243512303,5.854678180045685,15.350060555301555
flex_04_a.csv,sensor1, sensor2,Crack 2,4311.469447984272,4207.892571485211,178,262,218,218,4258.117543381733,4.805320164087064,4.780948492427759,0.0014927656425096337,0.02437167165930454,16.32652237248102,24.257873755624612
flex_04_a.csv,sensor1, sensor2,Crack 2,4217.235044052045,4307.646236471045,624,701,670,670,4268.342466016253,4.803799990330594,4.7812455589380525,0.0014927656425096337,0.022554431392541652,15.109157626794786,23.58480504027789
flex_04_a.csv,sensor1, sensor2,Crack 3,4158.592135356925,4048.6029562884687,304,387,344,344,4094.894238445863,4.828803690896866,4.780537710440268,0.0014927656425096337,0.04826598045659747,32.33326054815465,30.1929900382077
flex_04_a.csv,sensor1, sensor2,Crack 3,4062.631462202951,4169.990614025154,509,585,552,552,4109.9169703070465,4.828292255593852,4.780725852178642,0.0014927656425096337,0.047566403415210345,31.864615623951416,30.066173680919164
flex_04_b.csv,sensor1, sensor2,Crack 1,4145.020493748917,4070.0454244008124,268,336,308,308,4100.802501980297,4.800415662495168,4.793493919643527,0.0009688891262985932,0.006921742851640822,7.143998899114151,17.078827579119636
flex_04_b.csv,sensor1, sensor2,Crack 1,4145.085147840159,4154.734765299726,458,527,495,495,4148.685620835352,4.801651570941642,4.793886937382383,0.0009688891262985932,0.00776463355925916,8.013954691515702,18.076937654670484
flex_04_b.csv,sensor1, sensor2,Crack 2,4286.951860963009,4196.017870760231,145,217,190,190,4223.092386049967,4.817095359291394,4.793542583291212,0.0009688891262985932,0.023552776000181908,24.309051841834158,27.71536039620864
flex_04_b.csv,sensor1, sensor2,Crack 2,4206.190035286511,4294.5262481421105,584,656,624,624,4246.386978148437,4.818382464426342,4.794674123788612,0.0009688891262985932,0.02370834063773053,24.469611634824012,27.772541531546324
flex_04_b.csv,sensor1, sensor2,Crack 3,4442.378558877318,4337.744906032898,27,102,66,66,4380.409436538561,4.8381861183715245,4.793272617523331,0.0009688891262985932,0.044913500848193344,46.3556661222678,33.32205652375791
