file,raw_y_col,raw_x_col,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_idx,window_peak_raw_x,window_peak_raw_y,manual_label
flex_04_a.csv, sensor2,timestamp,1,166880.6538124617,170173.7241800048,54,119,3293.070367543085,66,4.785294707001037,96,169012.0,4.787949322130925,Crack 1
flex_04_a.csv, sensor2,timestamp,2,173081.890218874,177315.83783428653,178,262,4233.94761541253,85,4.791472001041318,218,175112.0,4.805320164087064,Crack 2
flex_04_a.csv, sensor2,timestamp,3,179368.66092054718,183602.6085359597,304,387,4233.94761541253,84,4.80178305427345,344,181412.0,4.828803690896866,Crack 3
flex_04_a.csv, sensor2,timestamp,4,189632.77635185028,193481.81963858893,509,585,3849.0432867386553,77,4.801554950702046,552,191812.0,4.828292255593852,Crack 3
flex_04_a.csv, sensor2,timestamp,5,195363.57413432785,199298.15171632738,624,701,3934.5775819995324,78,4.791107376430643,670,197712.0,4.803799990330594,Crack 2
flex_04_a.csv, sensor2,timestamp,6,201650.344836001,205841.5253037831,749,832,4191.180467782106,84,4.784581266242899,784,203412.0,4.78826618618877,Crack 1
flex_04_b.csv, sensor2,timestamp,1,47769.13106783966,51593.04927480008,27,102,3823.9182069604212,76,4.814391384872754,66,49763.0,4.8381861183715245,Crack 3
flex_04_b.csv, sensor2,timestamp,2,53698.352557283906,57350.40927179667,145,217,3652.0567145127643,73,4.8043283744084135,190,55963.0,4.817095359291394,Crack 2
flex_04_b.csv, sensor2,timestamp,3,59842.400912287725,63279.630761240915,268,336,3437.2298489531895,69,4.796802728022607,308,61863.0,4.800415662495168,Crack 1
flex_04_b.csv, sensor2,timestamp,4,69337.7483700209,72817.943592086,458,527,3480.1952220651,70,4.797869430634894,495,71213.0,4.801651570941642,Crack 1
flex_04_b.csv, sensor2,timestamp,5,75653.65821747237,79305.71493198513,584,656,3652.056714512757,73,4.806499850490802,624,77663.0,4.818382464426342,Crack 2
flex_04_b.csv, sensor2,timestamp,6,82098.46418425959,86395.00149545108,713,798,4296.537311191496,86,4.81301700989163,754,84163.0,4.837294711928759,Crack 3
flex_04_c.csv, sensor2,timestamp,1,30439.54396876447,34251.221752243175,60,136,3811.6777834787063,77,4.834280217732638,102,32546.0,4.85774827674003,Crack 3
flex_04_c.csv, sensor2,timestamp,2,36621.899398065296,40526.54493236056,184,261,3904.6455342952613,78,4.824795455500933,227,38796.0,4.837155753574199,Crack 2
flex_04_c.csv, sensor2,timestamp,3,42804.25482736612,46197.57773217034,308,375,3393.3229048042194,68,4.816635231764193,349,44896.0,4.819548971517312,Crack 1
flex_04_c.csv, sensor2,timestamp,4,52705.320289329116,56191.61094494988,506,574,3486.290655620767,69,4.817509768528113,536,54246.0,4.821144011672943,Crack 1
flex_04_c.csv, sensor2,timestamp,5,59120.09509567133,63768.482636499015,634,726,4648.387540827687,93,4.822700419507211,670,60946.0,4.836284062458597,Crack 2
flex_04_c.csv, sensor2,timestamp,6,65627.83765283009,69718.41868875847,764,845,4090.5810359283787,82,4.834587114924536,802,67546.0,4.858259591689871,Crack 3
flex_08_b.csv, sensor2,timestamp,1,51743.6755924823,56070.351435221106,52,138,4326.675842738805,87,35.633802857635395,97,54002.0,35.91746067026019,Crack 3
flex_08_b.csv, sensor2,timestamp,2,57726.23972071374,62373.41007032209,172,264,4647.17034960835,93,35.548244015553266,219,60102.0,35.69924263824346,Crack 2
flex_08_b.csv, sensor2,timestamp,3,64082.71410695964,68088.89544282891,299,378,4006.1813358692743,80,35.4838806158248,337,66002.0,35.507592190467314,Crack 1
flex_08_b.csv, sensor2,timestamp,4,77276.40463975575,81282.58597562503,563,642,4006.1813358692743,80,35.491611899114176,596,78952.0,35.515766575174716,Crack 1
flex_08_b.csv, sensor2,timestamp,5,84060.20503516105,88280.04937561002,699,782,4219.844340448966,84,35.561112987963696,732,85752.0,35.697276243343104,Crack 2
flex_08_b.csv, sensor2,timestamp,6,90149.60066568234,94636.5237618559,820,909,4486.923096173559,90,35.630400257177556,860,92152.0,35.89323396878055,Crack 3
