file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_labels,peak_height_threshold
titan_4.csv,sensor1, sensor2,1568,2.7452828751047775,0.004900856636240023,0.014848448717948326,3.029765981757054,9.628181700366099,3,426;555;724,-1.440746;9.628182;19.237379,Crack 1;Crack 2;Crack 3,
