file,manual_label,window_order,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,window_width,window_point_count,window_mean_y,window_peak_raw_x,window_peak_raw_y
flex_12.csv,Crack 1,1,113719.05616251777,116322.28901780875,,,2603.2328552909894,52.0,76.81979566224658,115763.0,76.91707192774136
flex_12.csv,Crack 1,2,121375.6233839619,123978.8562392529,,,2603.232855291004,52.0,76.70554004490957,122363.0,76.79301378452843
flex_12.csv,Crack 2,1,63675.523573565355,66722.03655520377,,,3046.5129816384047,61.0,74.55471236021738,65326.666666666664,74.71395729350427
flex_12.csv,Crack 2,2,83295.02580318843,85819.10489426798,,,2524.079091079562,50.666666666666664,74.59867500853636,84410.0,74.77210462493268
flex_12.csv,Crack 3,1,58529.48451868608,60968.94503073043,,,2439.460512044352,48.666666666666664,74.78745197722299,59743.333333333336,75.08718076501624
flex_12.csv,Crack 3,2,88812.49701073502,91495.27730675171,,,2682.780296016708,53.333333333333336,74.92299057408968,90193.33333333333,75.72713773441247
flex_4.csv,Crack 1,1,102007.71569113666,105306.73786134871,,,3299.022170212035,65.66666666666667,4.799069288963141,103873.66666666667,4.8033524878320835
flex_4.csv,Crack 1,2,96707.05632640845,99748.93507626567,,,3041.8787498572296,61.0,4.800152782462965,98607.0,4.804144404898652
flex_4.csv,Crack 2,1,95876.24174985777,99214.34820004244,,,3338.10645018468,66.33333333333333,4.807484962381755,97823.66666666667,4.821025018006193
flex_4.csv,Crack 2,2,124927.60519156247,128683.18404045115,,,3755.5788488886756,75.0,4.798136348693886,126712.5,4.811958325712017
flex_4.csv,Crack 3,1,86417.57340189918,89963.5910398196,,,3546.0176379204327,71.0,4.817929137518753,88240.33333333333,4.843332226932394
flex_4.csv,Crack 3,2,112824.89628347917,116619.40452905836,,,3794.508245579178,76.0,4.816650589691036,114873.66666666667,4.842511096071658
flex_8.csv,Crack 1,1,308564.4217987242,312155.6987325596,,,3591.276933835378,72.0,35.530025456666976,310147.3333333333,35.55986400895615
flex_8.csv,Crack 1,2,298924.3066470255,302359.37166271126,,,3435.065015685754,68.66666666666667,35.594359060705166,300564.0,35.62427645349399
flex_8.csv,Crack 2,1,306472.43856907653,310201.8475706211,,,3729.409001544552,74.66666666666667,35.62351125884515,308314.0,35.7569781791139
flex_8.csv,Crack 2,2,301054.9040836568,304803.5299937402,,,3748.6259100834336,75.33333333333333,35.66078040235961,302964.0,35.797725619392644
flex_8.csv,Crack 3,1,301900.1314745835,305458.24305623583,,,3558.1115816522747,71.33333333333333,35.753830308252795,303580.6666666667,35.99827455269685
flex_8.csv,Crack 3,2,306337.0240002683,310052.75447946606,,,3715.730479197761,74.0,35.72574369068433,308130.6666666667,35.97812608919939
