file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
flex08100_alum_a.csv,sensor1, sensor2,Crack 1,12502.594,12491.793,509,633,577,577,12480.982,23.275497,23.241621816216217,0.0018152301758757794,0.033875183783784735,18.661646458935298,25.418999151002893
flex08100_alum_a.csv,sensor1, sensor2,Crack 1,12490.487,12499.87,740,853,800,800,12481.35,23.273418,23.242385880829012,0.0018152301758757794,0.03103211917098747,17.095418301987877,24.657594637337876
flex08100_alum_a.csv,sensor1, sensor2,Crack 2,12528.881,12514.635,317,429,380,380,12453.813,23.349148,23.241441908450707,0.0018152301758757794,0.10770609154929289,59.33467445654863,35.466171278468735
flex08100_alum_a.csv,sensor1, sensor2,Crack 2,12513.62,12536.956,941,1057,992,992,12458.171,23.349377,23.24257751948052,0.0018152301758757794,0.10679948051948074,58.835227586470715,35.39274875462461
flex08100_alum_a.csv,sensor1, sensor2,Crack 3,12581.61,12546.48,121,253,193,193,12425.969,23.452181,23.243576989130435,0.0018152301758757794,0.20860401086956415,114.91876547772829,41.20781903816809
flex08100_alum_a.csv,sensor1, sensor2,Crack 3,12550.345,12587.928,1125,1260,1183,1183,12427.438,23.451122,23.24265872955975,0.0018152301758757794,0.2084632704402516,114.84123237411256,41.20195688624293
flex08100_ss_a.csv,sensor1, sensor2,Crack 1,10176.249,10157.925,543,674,606,606,10171.814,23.430897,23.410852518518517,0.003729229707018921,0.02004448148148441,5.374965624605519,14.607513821643554
flex08100_ss_a.csv,sensor1, sensor2,Crack 1,10160.184,10195.606,742,867,799,799,10185.644,23.430134,23.41082352631579,0.003729229707018921,0.019310473684207352,5.178140045345664,14.283475839313354
flex08100_ss_a.csv,sensor1, sensor2,Crack 2,10200.241,10177.02,353,474,415,415,10124.288,23.511486,23.41028404651163,0.003729229707018921,0.10120195348837058,27.137495257504423,28.671395211320583
flex08100_ss_a.csv,sensor1, sensor2,Crack 2,10201.586,10227.672,953,1066,1003,1003,10148.68,23.50877,23.410657926174498,0.003729229707018921,0.0981120738255008,26.30893818121218,28.402066409569656
flex08100_ss_a.csv,sensor1, sensor2,Crack 3,10233.207,10219.033,155,291,227,227,10027.77,23.656868,23.414519324074075,0.003729229707018921,0.2423486759259248,64.98625586667171,36.25643032288195
flex08100_ss_a.csv,sensor1, sensor2,Crack 3,10240.307,10265.89,1131,1272,1185,1185,10051.409,23.653547,23.415890588235296,0.003729229707018921,0.23765641176470353,63.72801635613961,36.086608010585834
flex08100_titan_a.csv,sensor1, sensor2,Crack 1,10074.787,10072.882,522,629,563,563,10083.952,24.161215,24.1559401036036,0.0028291767349625176,0.005274896396397111,1.864463372404692,5.411077120331335
flex08100_titan_a.csv,sensor1, sensor2,Crack 1,10103.777,10107.052,764,887,801,801,10108.135,24.162426,24.156280840206183,0.0028291767349625176,0.006145159793817356,2.1720664240860055,6.737462046079445
flex08100_titan_a.csv,sensor1, sensor2,Crack 2,10089.723,10076.28,317,433,383,383,10063.618,24.209377,24.152438435714288,0.0028291767349625176,0.05693856428571209,20.125488656143087,26.074928680763403
flex08100_titan_a.csv,sensor1, sensor2,Crack 2,10091.635,10098.305,948,1068,1007,1007,10090.063,24.211134,24.15230237864079,0.0028291767349625176,0.05883162135921083,20.794608068198418,26.359014785990414
flex08100_titan_a.csv,sensor1, sensor2,Crack 3,10095.24,10081.879,132,264,209,209,9967.742,24.323399,24.153487097826083,0.0028291767349625176,0.16991190217391505,60.057012371892746,35.57127447511681
flex08100_titan_a.csv,sensor1, sensor2,Crack 3,10105.051,10128.782,1112,1263,1187,1187,9993.701,24.323719,24.15332869148936,0.0028291767349625176,0.1703903085106404,60.226109738915916,35.59569622290441
