file,x_col,y_col,manual_label,window_start_x,window_end_x,window_start_raw_idx,window_end_raw_idx,peak_index_in_clean_series,peak_raw_idx,peak_x,peak_y,noise_floor,noise_sigma,peak_signal_amplitude,peak_snr_linear,peak_snr_db
flex_12_b.csv,sensor1, sensor2,Crack 2,5077.170071132179,5076.68630651341,155,222,190,190,5124.601928440513,73.46754858683042,73.31680631571248,0.10941632840102793,0.15074227111793448,1.3776944750461788,2.783058335275073
flex_12_b.csv,sensor1, sensor2,Crack 2,5065.02978171181,5079.644767896421,529,592,557,557,5119.469367183072,73.50241587745823,73.3120061677172,0.10941632840102793,0.19040970974103288,1.7402312115898422,4.812139071935897
flex_12_b.csv,sensor1, sensor2,Crack 3,5105.766883974533,5076.154310458408,38,116,77,77,5111.333479675518,74.33710013776755,73.2034564040152,0.10941632840102793,1.1336437337523506,10.360827769666784,20.30788908779313
flex_12_b.csv,sensor1, sensor2,Crack 3,5094.365514682647,5168.922337847326,647,710,677,677,5118.059982470272,74.3816619250613,73.21262939636081,0.10941632840102793,1.169032528700484,10.684260254244661,20.574889166181283
flex_12_c.csv,sensor1, sensor2,Crack 2,5051.188469870928,5051.201217038393,141,216,182,182,5084.413319689932,73.55926686269545,73.40928007114552,0.26583453151525505,0.1499867915499351,0.5642110928742455,-4.971167589890465
flex_12_c.csv,sensor1, sensor2,Crack 2,5038.855053501913,5057.871363822998,548,636,588,588,5085.52527525004,73.56915911729804,73.40825189098184,0.26583453151525505,0.1609072263161977,0.6052909131068397,-4.360716917162126
flex_12_c.csv,sensor1, sensor2,Crack 3,5080.240855570842,5057.602810469469,39,103,70,70,5064.599783087939,74.74503554042069,73.20720588999123,0.26583453151525505,1.5378296504294582,5.78491304972247,15.245936713259184
flex_12_c.csv,sensor1, sensor2,Crack 3,5069.771749598246,5133.020437219299,677,743,706,706,5072.146603462178,74.7957582445838,73.21872033715906,0.26583453151525505,1.5770379074247387,5.932404260784455,15.464614762992692
flex_12_new.csv,sensor1, sensor2,Crack 1,7158.225335067733,7148.3646814009535,253,319,295,295,7154.105742723243,76.59346029728597,76.3979395416943,0.12009782710705746,0.19552075559167292,1.6280124320432712,4.233154339653041
flex_12_new.csv,sensor1, sensor2,Crack 1,7151.642498438691,7164.165696768387,416,470,439,439,7159.623484281204,76.49429008212456,76.38606221592555,0.12009782710705746,0.10822786619901592,0.9011642325763276,-0.9039210771575396
flex_12_new.csv,sensor1, sensor2,Crack 2,7183.115362643031,7169.222029980807,154,206,182,182,7181.658766324158,77.0069036406919,76.24032743776264,0.12009782710705746,0.766576202929258,6.382931493389282,16.100403665338487
