file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_height_threshold
flex_4.csv,sensor1_smooth_rot,sensor2_smooth_rot,864,0.0,0.0006855668420996873,0.009936541500000562,14.493906195299486,23.223708924665694,6,103;226;352;560;681;800,12.295341;23.263949;29.352984;31.087774;23.183282;10.792221,0.002056700526299062
flex_8.csv,sensor1_smooth_rot,sensor2_smooth_rot,875,0.0,0.014105033858995687,0.1588159599999983,11.259523485561232,21.03040022243735,5,224;347;531;646;846,18.632880;25.227061;25.444622;21.030400;14.589217,0.04231510157698706
