timestamp,sensor1,sensor2,sensor1_smooth,sensor2_smooth
22805.0,5200.55,73.124763,5204.804,73.1236519
22855.0,5187.26,73.113564,5199.987,73.1152497
22905.0,5245.18,73.096771,5206.732,73.11300969999999
22955.0,5216.59,73.107971,5205.872,73.1146904
23005.0,5190.98,73.130371,5205.872,73.12029039999999
23055.0,5226.27,73.102364,5217.6590000000015,73.11580889999999
495405.0,5758.98,82.812302,5758.98,82.812302
495455.0,5801.12,82.776527,5801.12,82.776527
495505.0,5793.83,82.806328,5793.83,82.806328
495555.0,5789.87,82.734833,5789.87,82.734833
495605.0,5791.19,82.812302,5791.19,82.812302
495655.0,5730.36,82.806328,5730.36,82.806328
495705.0,5725.83,82.794411,5725.83,82.794411
495755.0,5872.29,82.794411,5872.29,82.794411
495805.0,5751.14,82.800377,5751.14,82.800377
495855.0,5702.66,82.78846,5771.727000000001,82.7926279
495905.0,5726.48,82.836128,5768.477000000001,82.7950105
495955.0,5695.62,82.806328,5757.927,82.7979906
496005.0,5772.74,82.794411,5755.818,82.7967989
496055.0,5749.19,82.824203,5751.749999999999,82.80573589999999
496105.0,5805.77,82.776527,5753.2080000000005,82.8021584
496155.0,5782.61,82.794411,5758.433,82.80096669999999
496205.0,5739.43,82.782494,5759.793,82.799775
496255.0,5757.02,82.722916,5748.2660000000005,82.79262550000001
496305.0,5809.09,82.824203,5754.061,82.7950081
496355.0,5898.23,82.806328,5773.6179999999995,82.7967949
496405.0,5749.84,82.776527,5775.954,82.7908348
496455.0,5751.14,82.800377,5781.505999999999,82.7902397
496505.0,5794.49,82.806328,5783.681,82.7914314
496555.0,5726.48,82.830177,5781.410000000001,82.79202880000001
496605.0,5785.24,82.78846,5779.357,82.79322210000001
496655.0,5695.62,82.794411,5770.658,82.7932221
496705.0,5833.8,82.800377,5780.095,82.7950104
496755.0,5825.1,82.782494,5786.903,82.80096820000001
496805.0,5793.17,82.800377,5785.311,82.7985856
496855.0,5796.48,82.78846,5775.136,82.7967988
496905.0,5741.38,82.800377,5774.29,82.7991838
496955.0,5714.87,82.806328,5770.6630000000005,82.7997789
497005.0,5729.71,82.782494,5764.185,82.79739550000001
497055.0,5646.81,82.794411,5756.218,82.7938189
497105.0,5718.73,82.782494,5749.567,82.7932223
497155.0,5745.28,82.716957,5754.533,82.7854769
497205.0,5786.56,82.752701,5749.808999999999,82.7807093
497255.0,5765.52,82.812302,5743.851,82.7836901
497305.0,5823.09,82.836128,5746.843000000001,82.78726520000001
497355.0,5737.49,82.85997,5740.9439999999995,82.79441619999999
497405.0,5736.19,82.836128,5740.425000000001,82.7979913
497455.0,5740.08,82.818253,5742.946000000001,82.79918380000001
497505.0,5768.14,82.812302,5746.789,82.8021646
497555.0,5660.04,82.794411,5748.112,82.8021646
497605.0,5730.36,82.752701,5749.275000000001,82.7991853
497655.0,5706.51,82.800377,5745.398,82.8075273
497705.0,5737.49,82.794411,5740.491,82.8116983
497755.0,5773.39,82.758667,5741.277999999999,82.80633479999999
497805.0,5784.58,82.794411,5737.427000000001,82.8021631
497855.0,5752.45,82.812302,5738.923,82.7973963
497905.0,5675.87,82.818253,5732.8910000000005,82.79560880000001
497955.0,5911.98,82.740776,5750.081,82.78786110000001
498005.0,5770.77,82.794411,5750.344,82.78607199999999
498055.0,5815.75,82.836128,5765.914999999999,82.79024369999999
498105.0,5734.24,82.824203,5766.303,82.7973939
498155.0,5762.9,82.782494,5771.942,82.79560560000002
498205.0,5743.33,82.800377,5772.526,82.79620220000001
