file,x_col,y_col,n_samples,noise_floor,noise_sigma,signal_amplitude,snr_linear,snr_db,peak_count,peak_indices,peak_snr_db_values,peak_height_threshold
flex_4.csv,sensor1_smooth_rot,sensor2_smooth_rot,892,0.0,0.0006869234183906585,0.009936541124955234,14.465282240973547,23.206538237041315,6,103;226;352;560;681;885,12.278171;23.246778;29.335814;31.070604;23.166111;12.541960,0.0020607702551719755
flex_8.csv,sensor1_smooth_rot,sensor2_smooth_rot,903,0.0,0.014105864504619902,0.1588159636541775,11.258860710179277,21.02988892519914,5,224;347;531;646;846,18.632369;25.226550;25.444110;21.029889;14.588705,0.042317593513859705
